Data Zone 2011,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure
S01012862,299,22,4,2,18,273,274,3,0,0
S01012863,473,28,9,3,17,444,431,5,8,0
S01012864,435,18,3,6,10,420,416,2,2,0
S01012865,414,173,6,90,77,241,229,11,1,0
S01012866,393,151,19,61,71,242,240,0,0,0
S01012867,404,137,4,71,65,267,265,2,0,0
S01012868,303,34,3,21,10,268,261,4,0,2
S01012869,251,71,5,39,29,180,178,2,0,0
S01012870,448,365,49,123,194,82,81,1,0,0
S01012871,385,215,25,161,24,171,170,1,0,0
S01012872,329,42,5,30,10,286,282,3,2,1
S01012873,325,113,6,80,27,215,213,4,0,0
S01012874,390,211,14,83,111,175,173,2,0,2
S01012875,271,137,3,39,95,131,131,0,0,0
S01012876,478,307,10,131,166,171,170,0,1,0
S01012877,330,271,9,103,159,59,57,0,1,0
S01012878,560,500,93,269,138,59,57,2,0,0
S01012879,332,225,19,146,62,109,104,1,0,0
S01012880,380,301,50,201,50,79,72,7,0,0
S01012881,421,257,85,123,49,164,153,11,0,0
S01012882,225,104,6,78,18,121,117,4,0,0
S01012883,293,97,15,46,36,196,192,0,4,0
S01012884,269,91,10,56,21,182,157,25,0,0
S01012885,332,71,5,15,51,261,260,2,0,0
S01012886,346,293,53,186,54,53,33,20,0,0
S01012887,358,238,99,88,51,120,119,2,0,0
S01012888,333,292,91,167,34,38,25,15,0,0
S01012889,387,360,191,58,113,23,23,0,0,0
S01012890,345,275,57,67,151,70,68,2,0,0
S01012891,205,180,23,44,113,25,25,0,0,0
S01012892,636,393,15,143,235,243,241,4,0,0
S01012893,347,165,10,54,101,185,185,0,0,0
S01012894,829,781,534,156,91,48,43,1,1,0
S01012895,506,488,345,122,18,16,13,1,1,2
S01012896,460,133,15,13,107,327,326,1,0,0
S01012897,445,432,129,175,128,15,13,1,1,2
S01012898,178,177,165,9,1,3,3,0,0,0
S01012899,302,74,7,7,59,228,231,0,1,0
S01012900,1221,1057,531,254,269,164,163,1,0,0
S01012901,356,241,12,9,218,115,114,2,0,0
S01012902,343,220,15,31,174,123,123,0,0,0
S01012903,382,235,9,17,212,147,145,2,1,0
S01012904,430,205,5,9,189,225,224,1,0,0
S01012905,268,197,8,31,161,71,69,2,0,0
S01012906,451,264,31,27,210,187,185,3,0,0
S01012907,463,289,15,77,197,174,172,2,0,0
S01012908,354,206,5,21,181,147,147,0,0,0
S01012909,275,199,1,44,156,79,79,0,0,0
S01012910,477,169,5,19,145,308,308,0,0,0
S01012911,363,250,28,79,143,114,110,2,0,0
S01012912,343,202,7,48,147,137,131,0,6,0
S01012913,414,272,9,90,171,142,141,0,1,0
S01012914,385,221,8,57,156,164,164,0,0,0
S01012915,507,287,108,105,74,220,220,0,0,0
S01012916,342,198,23,41,134,144,143,1,0,0
S01012917,263,257,38,38,179,6,6,0,0,0
S01012918,263,139,6,3,125,127,126,0,1,0
S01012919,201,134,2,3,129,67,67,0,0,0
S01012920,250,184,92,68,24,66,64,2,0,0
S01012921,323,195,6,25,164,128,128,0,0,0
S01012922,547,425,132,74,223,122,122,0,0,0
S01012923,303,224,6,6,212,79,79,0,0,0
S01012924,223,135,2,6,123,88,87,0,0,0
S01012925,199,152,56,57,39,47,47,0,0,0
S01012926,312,186,17,23,144,126,125,1,0,0
S01012927,336,230,6,11,213,106,105,1,0,0
S01012928,426,247,77,19,151,180,175,0,1,0
S01012929,334,251,25,29,195,78,78,0,0,0
S01012930,414,154,27,92,35,260,249,5,6,0
S01012931,572,228,37,79,113,343,338,4,1,0
S01012932,210,169,62,63,44,41,41,0,0,0
S01012933,381,287,24,165,95,91,93,1,0,0
S01012934,388,193,36,121,36,197,192,2,0,0
S01012935,362,319,14,126,183,43,43,0,0,0
S01012936,391,137,36,45,56,253,252,0,1,0
S01012937,300,176,52,27,97,124,122,1,0,0
S01012938,310,265,202,55,8,45,42,3,0,0
S01012939,222,220,168,46,3,2,2,0,0,0
S01012940,269,226,145,76,5,43,43,0,0,0
S01012941,271,266,234,28,4,5,5,0,0,0
S01012942,355,219,10,35,168,138,136,2,0,0
S01012943,282,263,98,80,81,18,18,0,0,5
S01012944,194,193,124,66,3,1,1,0,0,0
S01012945,360,336,262,67,6,24,23,2,0,0
S01012946,325,250,148,95,6,74,72,2,0,1
S01012947,151,148,139,6,2,3,3,0,0,0
S01012948,247,242,104,138,0,5,5,0,0,0
S01012949,296,276,142,87,47,20,17,3,0,0
S01012950,293,284,258,19,7,8,8,0,0,0
S01012951,354,335,286,29,20,19,18,1,0,0
S01012952,469,395,318,55,22,74,72,2,0,0
S01012953,285,245,75,129,45,42,42,0,0,0
S01012954,173,166,19,132,14,7,6,1,0,0
S01012955,427,301,220,60,20,126,126,0,0,0
S01012956,448,307,81,48,178,137,128,6,4,0
S01012957,275,210,31,47,132,65,65,0,0,0
S01012958,235,235,72,80,88,0,0,0,0,0
S01012959,227,202,69,77,56,25,25,0,0,0
S01012960,229,226,82,119,24,3,3,0,0,0
S01012961,235,223,90,103,30,12,12,0,0,0
S01012962,235,219,124,67,28,20,20,0,0,0
S01012963,252,249,227,17,6,3,3,0,0,0
S01012964,218,217,193,14,10,2,2,0,0,0
S01012965,256,187,119,61,10,66,64,0,2,0
S01012966,501,490,172,141,173,15,18,0,1,0
S01012967,177,175,11,11,151,4,4,0,0,0
S01012968,250,200,7,19,172,50,50,0,0,0
S01012969,330,277,20,55,209,53,52,1,0,0
S01012970,241,233,4,59,170,8,8,0,0,0
S01012971,301,264,16,46,206,37,34,4,0,0
S01012972,326,264,7,56,204,62,61,0,0,0
S01012973,344,287,27,25,235,57,55,4,0,0
S01012974,545,377,10,91,276,168,162,6,3,0
S01012975,269,203,3,22,178,66,64,1,1,0
S01012976,253,207,2,23,182,46,45,0,1,0
S01012977,278,219,10,19,191,58,58,0,0,0
S01012978,306,241,4,13,224,65,65,0,0,0
S01012979,242,237,52,10,175,3,3,0,0,0
S01012980,311,154,2,12,140,157,149,8,1,0
S01012981,328,181,1,35,145,147,146,0,1,0
S01012982,369,223,8,8,205,148,148,0,0,0
S01012983,324,269,52,21,196,54,54,0,0,1
S01012984,274,189,7,19,160,85,85,0,0,0
S01012985,320,280,5,14,263,34,34,0,0,0
S01012986,444,269,63,56,150,173,173,0,0,2
S01012987,343,234,5,76,150,111,109,0,2,0
S01012988,439,239,8,38,193,200,195,3,1,0
S01012989,448,280,13,48,219,168,168,0,0,0
S01012990,288,185,8,38,137,103,101,2,0,0
S01012991,378,277,9,75,192,102,96,5,1,0
S01012992,366,234,7,67,157,132,131,1,0,0
S01012993,355,185,5,38,145,167,166,1,0,0
S01012994,509,138,6,61,68,374,373,0,1,0
S01012995,334,327,44,125,158,7,7,0,0,0
S01012996,241,205,6,72,125,36,35,1,0,0
S01012997,202,172,2,20,150,30,30,0,0,0
S01012998,404,320,90,55,171,87,87,0,0,0
S01012999,212,130,5,17,108,85,85,0,0,0
S01013000,321,216,5,28,186,105,99,3,0,0
S01013001,135,117,74,22,21,20,12,5,0,1
S01013002,225,190,138,38,14,34,17,16,1,2
S01013003,230,221,218,3,1,9,8,0,0,0
S01013004,288,271,160,79,34,17,8,6,2,0
S01013005,401,375,276,73,26,26,11,10,1,0
S01013006,138,129,89,23,17,9,2,4,1,0
S01013007,452,345,223,91,30,107,94,8,1,0
S01013008,399,337,180,70,87,61,51,8,2,0
S01013009,271,247,109,96,42,21,23,0,1,0
S01013010,289,260,193,43,24,27,18,5,4,1
S01013011,269,244,160,54,32,21,21,5,0,0
S01013012,289,182,54,61,66,107,99,4,2,0
S01013013,398,374,232,108,34,24,24,0,0,0
S01013014,370,312,184,86,42,56,46,10,2,2
S01013015,322,299,225,57,16,11,6,4,1,12
S01013016,231,216,171,38,7,12,8,1,1,1
S01013017,391,328,148,129,42,62,59,6,0,1
S01013018,390,366,249,79,38,21,11,7,3,1
S01013019,378,271,193,23,57,106,93,12,2,1
S01013020,230,184,26,61,96,46,41,5,0,0
S01013021,193,186,7,91,91,5,4,1,1,0
S01013022,207,144,55,57,36,63,60,2,0,0
S01013023,343,327,269,52,4,18,9,4,1,0
S01013024,229,201,96,84,21,28,25,3,0,0
S01013025,463,405,265,84,56,57,52,3,3,0
S01013026,399,323,128,121,74,76,73,2,1,0
S01013027,406,362,19,208,136,46,36,1,7,1
S01013028,206,203,98,43,62,2,2,1,0,0
S01013029,288,258,21,74,159,30,30,0,0,0
S01013030,245,224,28,110,84,20,18,2,0,0
S01013031,282,241,25,81,135,38,36,0,0,0
S01013032,301,280,147,104,29,18,16,1,0,0
S01013033,323,254,55,167,32,69,65,3,2,0
S01013034,294,279,10,155,110,12,12,0,0,0
S01013035,306,273,23,80,173,33,33,0,0,0
S01013036,284,266,14,155,97,18,18,0,0,0
S01013037,285,263,124,113,23,23,23,0,0,1
S01013038,449,277,75,71,131,172,167,3,2,0
S01013039,179,174,166,7,4,5,5,0,0,0
S01013040,334,202,48,83,69,132,116,12,4,0
S01013041,265,211,40,70,100,54,49,4,1,0
S01013042,326,302,87,112,103,24,20,2,2,0
S01013043,286,274,8,118,149,16,10,1,1,0
S01013044,297,283,12,138,133,14,14,0,0,0
S01013045,291,268,92,95,78,23,23,3,0,0
S01013046,220,207,14,84,109,9,9,0,0,0
S01013047,352,343,130,175,38,9,9,0,0,0
S01013048,360,266,61,189,16,94,93,1,0,0
S01013049,392,294,145,126,27,94,90,4,0,0
S01013050,378,258,53,131,70,122,102,18,0,0
S01013051,429,334,40,135,158,95,94,0,1,0
S01013052,412,308,39,153,119,100,93,5,2,2
S01013053,368,136,28,67,41,229,217,11,4,0
S01013054,249,240,47,132,60,11,11,0,0,1
S01013055,336,228,36,104,88,104,96,4,4,0
S01013056,559,437,29,226,182,124,122,2,0,0
S01013057,425,266,29,122,115,159,159,0,0,0
S01013058,253,221,121,72,28,32,31,0,1,0
S01013059,548,307,148,122,37,241,223,16,2,0
S01013060,230,157,64,81,14,73,55,17,1,0
S01013061,395,377,239,133,5,18,15,3,0,0
S01013062,411,182,84,93,5,228,146,77,5,1
S01013063,362,192,53,122,16,167,91,79,0,0
S01013064,385,345,23,111,214,40,39,1,0,0
S01013065,410,207,15,97,95,202,195,7,0,1
S01013066,372,249,43,131,77,125,103,19,1,2
S01013067,400,29,8,9,12,371,333,8,27,0
S01013068,428,51,18,20,9,376,351,14,12,0
S01013069,389,56,11,15,32,333,287,38,8,0
S01013070,249,56,6,25,25,194,183,7,3,0
S01013071,380,18,4,8,8,360,345,15,3,0
S01013072,288,192,11,136,45,96,94,1,0,0
S01013073,607,329,85,152,92,275,268,4,3,2
S01013074,471,171,24,96,53,300,288,4,5,0
S01013075,481,121,19,63,39,359,350,8,2,0
S01013076,197,152,77,44,30,45,45,2,0,0
S01013077,339,217,14,84,115,122,122,2,0,0
S01013078,258,155,24,48,82,105,99,5,4,0
S01013079,390,328,250,51,27,62,60,1,1,0
S01013080,334,270,106,96,68,65,53,8,3,0
S01013081,429,370,222,111,39,59,56,0,2,0
S01013082,397,389,217,163,9,8,6,3,0,0
S01013083,236,183,124,50,14,47,43,1,3,0
S01013084,312,304,183,117,5,8,7,2,0,0
S01013085,208,183,11,107,65,24,22,2,0,0
S01013086,446,170,62,71,37,272,169,94,12,0
S01013087,340,217,162,49,6,123,57,65,0,0
S01013088,377,305,259,26,21,72,46,21,0,0
S01013089,441,211,54,96,65,226,208,15,3,0
S01013090,366,139,16,41,81,222,204,16,2,5
S01013091,338,30,5,7,18,311,297,3,7,0
S01013092,440,211,14,142,55,229,220,8,1,0
S01013093,215,195,122,37,33,20,12,7,1,2
S01013094,226,225,177,40,4,1,1,0,0,0
S01013095,250,240,225,14,4,7,0,6,0,0
S01013096,217,203,45,56,97,12,6,2,6,0
S01013097,390,331,198,84,50,53,49,2,4,2
S01013098,216,214,202,10,4,2,1,0,2,0
S01013099,435,272,117,80,72,163,125,18,16,0
S01013100,280,242,170,62,9,37,31,5,1,1
S01013101,466,299,61,94,141,167,166,1,0,0
S01013102,280,199,172,25,8,77,74,3,0,0
S01013103,346,303,259,28,16,43,43,0,0,0
S01013104,373,357,192,157,10,16,14,0,0,0
S01013105,404,301,196,92,11,103,90,13,0,0
S01013106,368,240,93,87,60,124,101,18,6,0
S01013107,506,481,377,64,40,25,19,6,0,0
S01013108,284,232,136,81,15,52,49,1,1,0
S01013109,528,510,310,146,54,12,13,3,0,4
S01013110,256,243,165,49,31,11,5,5,1,0
S01013111,180,165,85,61,19,14,8,4,2,1
S01013112,255,200,87,81,32,55,43,12,2,0
S01013113,370,356,85,176,91,18,15,3,0,0
S01013114,380,359,218,83,58,19,18,1,1,3
S01013115,328,140,52,46,43,188,156,12,20,0
S01013116,372,309,225,56,25,63,41,21,1,0
S01013117,262,188,48,99,45,74,55,12,2,0
S01013118,235,228,160,58,10,6,3,3,0,1
S01013119,351,330,217,72,38,20,17,2,2,2
S01013120,460,377,180,142,55,83,72,6,5,0
S01013121,163,151,78,42,34,11,6,2,3,2
S01013122,83,33,0,8,23,52,52,0,0,0
S01013123,554,146,5,18,121,407,395,10,1,0
S01013124,298,146,2,70,71,159,159,0,0,0
S01013125,405,235,17,100,122,172,168,0,0,0
S01013126,347,184,2,88,94,163,163,0,0,0
S01013127,383,164,0,47,116,219,218,1,0,0
S01013128,488,44,1,19,25,444,443,2,2,0
S01013129,596,217,8,37,172,379,379,0,0,0
S01013130,361,91,13,20,61,263,266,0,0,0
S01013131,310,113,0,89,24,201,201,0,0,0
S01013132,322,58,4,30,19,264,262,2,1,0
S01013133,513,146,10,46,92,367,366,0,2,0
S01013134,367,224,45,60,122,143,142,0,1,0
S01013135,436,112,5,62,43,323,318,6,0,0
S01013136,375,152,7,118,30,223,221,2,0,0
S01013137,300,198,7,171,23,102,101,1,0,0
S01013138,491,202,65,61,75,286,286,3,0,0
S01013139,345,139,5,60,74,206,200,3,3,0
S01013140,287,161,18,78,64,126,126,0,0,0
S01013141,482,209,16,57,132,274,269,1,1,0
S01013142,534,109,17,19,73,425,419,2,4,0
S01013143,346,131,7,62,62,218,216,2,0,0
S01013144,409,166,27,78,57,243,242,1,0,0
