Intermediate Zone - Data Zone 2011,White: Total,Mixed or multiple ethnic group,"Asian, Asian Scottish or Asian British: Total",African: Total,Caribbean or Black: Total,Other ethnic groups: Total
S01009073,767,7,3,7,0,0
S01009074,701,1,1,0,0,0
S01009075,497,0,1,0,0,6
S01009076,872,6,7,1,0,4
S01009077,543,5,12,1,0,0
S01009078,730,3,29,2,1,1
S01009079,847,7,6,0,0,0
S01009080,926,7,7,0,2,0
S01009081,530,0,7,0,0,0
S01009082,1116,7,12,0,0,0
S01009083,704,1,2,5,2,0
S01009084,825,8,20,7,0,2
S01009085,819,8,4,3,0,1
S01009086,640,4,3,6,1,0
S01009087,537,5,9,5,0,0
S01009088,1029,15,13,4,1,0
S01009089,797,5,36,0,0,5
S01009090,2217,21,77,14,4,17
S01009091,731,1,44,0,1,0
S01009092,1156,11,31,12,1,0
S01009093,700,10,13,8,1,0
S01009094,642,8,5,0,0,0
S01009095,895,13,5,11,0,1
S01009096,980,10,33,3,0,4
S01009097,815,3,8,5,1,4
S01009098,459,5,0,0,0,1
S01009099,688,4,4,0,0,0
S01009100,800,0,24,2,0,5
S01009101,819,8,38,4,0,2
S01009102,780,2,60,0,5,8
S01009103,485,4,3,2,0,0
S01009104,688,8,8,3,1,0
S01009105,732,7,11,0,1,0
S01009106,531,2,9,0,0,3
S01009107,754,4,13,0,0,0
S01009108,655,0,7,0,0,0
S01009109,596,2,0,7,0,0
S01009110,574,3,1,0,1,0
S01009111,766,1,26,0,1,1
S01009112,513,5,8,0,0,1
S01009113,808,1,25,0,1,0
S01009114,716,6,55,1,0,2
S01009115,502,3,26,1,0,3
S01009116,400,1,4,0,0,0
S01009117,700,3,11,0,1,1
S01009118,542,5,25,0,0,3
S01009119,720,1,16,0,0,0
S01009120,528,2,16,0,0,2
S01009121,678,2,8,7,0,0
S01009122,2837,25,51,5,0,2
S01009123,527,3,10,0,0,2
S01009124,518,3,0,0,0,1
S01009125,625,0,6,0,0,0
S01009126,595,4,2,3,0,0
S01009127,627,6,10,4,0,0
S01009128,682,0,40,3,2,0
S01009129,433,1,27,1,0,1
S01009130,476,7,18,0,0,0
S01009131,496,6,0,7,0,2
S01009132,688,3,51,5,1,4
S01009133,634,0,25,1,0,5
S01009134,770,3,11,0,1,0
S01009135,496,10,44,0,1,5
S01009136,654,3,56,16,1,6
S01009137,806,1,51,1,0,0
S01009138,796,4,17,15,1,0
S01009139,366,11,10,2,0,2
S01009140,607,4,11,11,1,1
S01009141,734,5,53,16,0,8
S01009142,674,7,52,3,2,7
S01009143,460,16,23,6,0,4
S01009144,868,6,31,5,1,1
S01009145,896,14,36,4,4,0
S01009146,786,11,50,4,6,6
S01009147,614,6,50,6,0,17
S01009148,630,7,20,0,0,5
S01009149,684,7,61,7,1,3
S01009150,726,4,2,3,0,0
S01009151,795,8,22,7,0,0
S01009152,603,6,23,0,1,8
S01009153,410,6,29,2,4,5
S01009154,970,10,8,1,0,5
S01009155,453,4,10,0,2,1
S01009156,578,8,12,0,0,4
S01009157,845,6,18,3,0,3
S01009158,503,0,11,0,0,3
S01009159,394,0,2,2,0,1
S01009160,580,12,19,0,1,2
S01009161,573,9,27,12,0,13
S01009162,659,4,14,13,0,1
S01009163,455,8,5,10,0,0
S01009164,772,8,3,0,0,4
S01009165,664,11,43,7,2,7
S01009166,611,6,11,0,0,0
S01009167,489,4,7,2,1,0
S01009168,562,1,8,12,3,7
S01009169,747,7,19,1,0,1
S01009170,598,3,17,0,0,2
S01009171,583,4,19,7,0,2
S01009172,635,3,16,5,1,4
S01009173,688,0,14,12,0,0
S01009174,450,3,6,7,0,5
S01009175,743,6,21,5,0,7
S01009176,1038,11,8,0,0,0
S01009177,691,12,89,3,0,0
S01009178,687,24,32,4,1,1
S01009179,575,6,18,6,1,2
S01009180,980,9,15,5,0,2
S01009181,743,6,8,0,0,2
S01009182,915,4,12,0,1,2
S01009183,638,3,6,0,0,2
S01009184,824,6,7,0,0,4
S01009185,842,2,2,2,0,1
S01009186,731,6,41,0,1,2
S01009187,573,8,5,1,0,0
S01009188,883,7,0,0,2,0
S01009189,754,3,2,0,1,2
S01009190,1396,9,6,5,3,4
S01009191,693,10,23,4,0,0
S01009192,738,10,15,4,0,0
S01009193,1997,16,58,7,1,1
S01009194,741,2,1,0,1,0
S01009195,751,20,26,4,0,2
S01009196,633,1,5,0,1,0
S01009197,1071,19,47,0,0,1
S01009198,643,1,1,5,0,16
S01009199,529,8,21,5,0,0
S01009200,1714,35,46,5,3,7
S01009201,553,0,32,0,0,1
S01009202,468,5,13,0,1,0
S01009203,728,9,20,1,0,0
S01009204,822,5,11,0,0,0
S01009205,771,1,17,2,0,0
S01009206,662,1,4,14,0,2
S01009207,670,4,4,1,0,0
S01009208,616,2,0,1,0,0
S01009209,656,4,4,7,2,0
S01009210,438,0,2,2,1,0
S01009211,495,1,8,0,0,0
S01009212,708,1,15,0,0,0
S01009213,656,10,14,2,1,0
S01009214,980,9,24,0,0,1
S01009215,800,4,25,5,0,8
S01009216,854,10,19,2,1,1
S01009217,667,7,1,0,4,2
S01009218,748,3,14,0,1,0
S01009219,554,4,9,3,1,3
S01009220,484,3,14,8,0,0
S01009221,523,1,4,11,0,0
S01009222,453,4,7,4,2,2
S01009223,565,4,10,1,0,0
S01009224,629,1,5,0,0,0
S01009225,504,7,8,1,0,0
S01009226,793,3,12,0,1,0
S01009227,519,3,2,0,0,1
S01009228,515,7,4,3,0,2
S01009229,502,4,0,11,0,0
S01009230,361,2,3,0,1,0
S01009231,934,6,3,2,0,4
S01009232,519,0,10,0,0,0
S01009233,525,4,8,0,0,0
S01009234,891,7,4,13,3,5
S01009235,912,2,7,2,0,2
S01009236,476,6,6,1,0,0
S01009237,776,4,16,2,1,1
S01009238,663,3,0,0,0,0
S01009239,796,4,15,0,0,0
S01009240,527,7,6,3,0,4
S01009241,855,6,20,8,0,0
S01009242,667,2,10,1,0,0
S01009243,909,2,4,2,0,0
S01009244,776,2,1,1,0,0
S01009245,760,4,6,2,1,3
S01009246,809,5,2,0,0,0
S01009247,983,7,4,0,2,11
S01009248,664,1,0,0,0,4
S01009249,790,11,6,0,0,0
S01009250,606,0,0,0,0,0
S01009251,466,2,9,4,0,0
S01009252,425,3,5,0,0,0
S01009253,475,0,0,0,0,0
S01009254,784,2,8,4,0,5
S01009255,605,4,15,8,2,5
S01009256,431,9,0,1,0,3
S01009257,623,7,12,2,0,1
S01009258,1090,5,9,9,0,5
S01009259,874,4,4,0,1,2
S01009260,979,7,11,2,1,2
S01009261,643,1,4,1,0,4
S01009262,527,6,2,1,1,1
S01009263,1005,5,16,0,0,4
S01009264,465,3,6,0,0,0
S01009265,985,7,11,3,0,1
S01009266,782,4,0,0,1,3
S01009267,738,6,10,3,1,2
S01009268,1186,9,9,4,0,3
S01009269,858,6,4,1,0,0
S01009270,618,0,3,4,0,0
S01009271,788,12,11,0,0,2
S01009272,690,4,1,0,0,10
S01009273,462,3,7,5,0,4
S01009274,550,6,11,0,0,0
S01009275,988,2,4,0,1,0
S01009276,853,9,1,0,0,0
S01009277,1145,11,28,17,0,2
S01009278,581,4,4,6,3,0
S01009279,779,7,11,4,0,2
S01009280,873,3,3,2,0,3
S01009281,744,5,1,0,0,0
S01009282,694,12,8,8,1,1
S01009283,669,3,0,1,1,0
S01009284,712,2,16,0,0,2
S01009285,804,5,3,3,3,0
S01009286,694,6,6,7,0,0
S01009287,709,2,6,0,0,0
S01009288,913,13,11,2,2,1
S01009289,819,4,0,6,0,1
S01009290,627,0,4,0,0,0
S01009291,875,0,0,1,0,0
S01009292,516,1,1,0,1,0
S01009293,637,4,17,0,0,2
S01009294,714,6,5,0,0,0
S01009295,551,3,3,0,0,0
S01009296,403,1,15,0,0,4
S01009297,742,4,12,0,4,14
S01009298,823,10,7,0,0,6
S01009299,1056,17,25,3,2,6
S01009300,513,10,24,0,0,0
S01009301,1062,16,28,6,5,0
S01009302,735,1,34,4,0,11
S01009303,805,5,20,0,0,0
S01009304,1010,4,8,2,1,0
S01009305,786,5,11,3,0,2
S01009306,1069,14,23,3,0,7
S01009307,1039,24,30,6,2,15
S01009308,483,6,19,8,0,4
S01009309,707,12,11,6,0,5
S01009310,798,1,40,3,0,0
S01009311,707,6,61,6,0,10
S01009312,667,4,40,14,1,13
S01009313,514,3,25,0,0,1
S01009314,548,5,16,3,0,5
S01009315,538,11,37,0,8,0
S01009316,696,12,10,0,0,0
S01009317,746,7,16,0,0,3
S01009318,541,0,12,2,0,0
S01009319,897,11,9,4,0,1
S01009320,690,2,12,0,0,3
S01009321,583,5,14,4,1,1
S01009322,676,5,6,0,0,0
S01009323,645,3,3,1,0,0
S01009324,510,0,5,2,1,0
S01009325,690,7,5,4,0,5
S01009326,504,4,2,2,1,0
S01009327,691,2,4,0,0,1
S01009328,852,16,49,3,0,5
S01009329,1568,28,68,29,3,11
S01009330,482,5,45,4,2,5
S01009331,2072,24,146,22,5,9
S01009332,993,9,52,2,0,1
S01009333,906,10,62,5,0,7
S01009334,605,8,8,2,0,3
S01009335,856,11,21,21,1,3
S01009336,556,4,11,12,1,1
S01009337,697,12,9,12,4,9
S01009338,1012,12,62,14,4,13
S01009339,833,9,31,3,1,1
S01009340,659,2,16,1,3,1
S01009341,606,1,16,6,1,1
S01009342,701,15,5,2,0,4
S01009343,502,0,11,21,0,3
S01009344,625,8,21,1,0,4
S01009345,875,2,8,11,0,4
S01009346,653,13,35,9,0,8
S01009347,646,7,8,1,2,0
S01009348,444,1,22,10,3,0
S01009349,700,7,51,15,0,10
S01009350,551,6,19,0,0,7
S01009351,479,3,14,13,5,6
S01009352,712,9,27,4,0,8
S01009353,1185,17,42,16,5,12
S01009354,1953,32,115,8,2,25
S01009355,766,0,12,1,3,1
S01009356,884,5,3,4,0,0
S01009357,463,4,22,0,0,0
S01009358,596,5,41,0,0,10
S01009359,665,15,21,5,0,4
S01009360,763,7,17,0,0,4
S01009361,698,9,20,4,0,2
S01009362,889,6,21,2,1,4
S01009363,756,6,9,2,2,0
S01009364,867,4,7,1,1,2
S01009365,534,1,6,2,5,0
S01009366,637,6,16,19,1,1
S01009367,658,1,5,2,0,0
S01009368,502,3,1,1,0,3
S01009369,611,4,16,2,1,0
S01009370,748,8,8,7,0,2
S01009371,509,0,16,2,2,3
S01009372,455,2,6,0,0,1
S01009373,996,5,38,8,0,2
S01009374,872,7,9,3,1,0
S01009375,684,1,11,6,0,0
S01009376,486,0,14,5,0,3
S01009377,969,5,18,14,1,14
S01009378,916,15,13,16,0,6
S01009379,918,6,31,0,1,4
S01009380,532,7,8,1,0,7
S01009381,565,7,3,0,2,2
S01009382,742,15,9,4,0,11
S01009383,736,6,14,0,2,3
S01009384,506,6,5,1,0,5
S01009385,466,7,7,1,0,0
S01009386,576,2,8,1,0,1
S01009387,766,29,25,7,1,13
S01009388,742,3,4,9,0,8
S01009389,904,6,14,5,0,11
S01009390,604,12,15,3,0,12
S01009391,646,6,12,1,3,2
S01009392,496,7,3,3,0,1
S01009393,623,0,3,4,0,3
S01009394,870,13,15,7,0,5
S01009395,657,0,5,0,0,4
S01009396,654,8,10,1,0,3
S01009397,709,5,18,0,0,4
S01009398,595,0,10,1,0,1
S01009399,610,6,5,4,0,3
S01009400,493,3,1,0,0,0
S01009401,601,9,1,0,2,0
S01009402,843,1,26,0,0,1
S01009403,470,4,4,2,0,0
S01009404,653,4,17,4,0,0
S01009405,439,1,4,5,0,0
S01009406,1003,0,8,0,0,3
S01009407,468,6,5,1,0,5
S01009408,912,2,26,0,0,6
S01009409,969,9,12,2,0,3
S01009410,792,1,7,0,0,3
S01009411,736,3,7,0,0,2
S01009412,844,1,1,1,0,3
S01009413,989,8,15,4,0,1
S01009414,665,3,7,0,0,0
S01009415,599,2,36,1,1,0
S01009416,447,3,3,1,1,0
S01009417,1258,9,13,4,1,4
S01009418,1009,8,12,7,2,0
S01009419,593,1,1,0,0,0
S01009420,671,3,11,0,0,0
S01009421,747,5,5,1,1,0
S01009422,762,0,8,0,0,2
S01009423,1324,11,5,4,0,1
S01009424,601,0,2,6,1,4
S01009425,682,2,17,0,0,3
S01009426,712,0,7,5,2,0
S01009427,549,2,1,1,2,4
S01009428,700,2,9,1,0,4
S01009429,642,2,3,0,5,0
S01009430,667,2,2,5,0,5
S01009431,580,0,6,0,0,0
S01009432,794,1,12,1,0,1
S01009433,782,1,11,1,0,1
S01009434,563,2,7,1,0,0
S01009435,723,0,11,2,2,6
S01009436,628,4,2,0,0,0
S01009437,655,12,5,1,2,0
S01009438,880,5,27,2,0,0
S01009439,751,9,2,0,0,1
S01009440,621,13,8,0,0,2
S01009441,705,6,0,0,1,3
S01009442,533,7,9,0,0,6
S01009443,1730,20,58,6,4,20
S01009444,664,0,9,0,0,0
S01009445,833,1,1,0,0,0
S01009446,865,4,17,3,0,1
S01009447,501,0,6,0,0,0
S01009448,1159,2,21,0,1,9
S01009449,431,0,1,0,0,0
S01009450,523,0,0,1,0,4
S01009451,959,2,2,0,0,0
S01009452,566,5,7,0,2,3
S01009453,825,0,5,0,1,0
S01009454,886,5,5,1,0,2
S01009455,1100,14,19,0,0,2
S01009456,974,7,24,7,0,1
S01009457,632,1,2,0,0,1
S01009458,609,4,5,3,0,9
S01009459,747,9,10,0,0,2
S01009460,793,14,6,2,2,5
S01009461,871,9,5,7,0,0
S01009462,698,5,4,7,2,3
S01009463,630,6,7,0,0,2
S01009464,815,10,3,0,0,2
S01009465,551,4,2,0,1,1
S01009466,474,8,3,0,1,1
S01009467,651,9,7,3,0,4
S01009468,732,3,6,0,1,3
S01009469,775,8,10,2,0,1
S01009470,423,1,0,1,0,0
S01009471,553,8,11,0,1,11
S01009472,837,12,43,10,1,8
S01009473,800,8,33,4,1,29
S01009474,800,0,4,19,0,12
S01009475,486,0,41,8,0,0
S01009476,777,7,43,3,2,3
S01009477,771,19,10,4,0,0
S01009478,817,4,37,0,4,0
S01009479,925,15,17,1,4,11
S01009480,782,2,2,5,0,2
S01009481,814,4,16,10,0,10
S01009482,544,4,18,5,0,7
S01009483,680,15,15,7,0,10
S01009484,858,7,17,2,3,7
S01009485,732,3,31,14,0,5
S01009486,537,7,35,14,0,7
S01009487,791,4,43,0,0,10
S01009488,653,6,27,0,0,2
S01009489,778,7,5,1,0,0
S01009490,734,4,11,3,0,9
S01009491,815,5,2,3,0,0
S01009492,541,2,8,0,0,0
S01009493,834,7,17,0,0,0
S01009494,832,4,90,0,0,0
S01009495,807,7,2,0,0,4
S01009496,764,1,4,13,0,0
S01009497,898,17,23,2,2,4
S01009498,617,8,18,0,0,2
S01009499,731,4,19,1,0,3
S01009500,653,6,13,0,0,4
S01009501,870,15,9,6,1,4
S01009502,758,2,8,1,0,1
S01009503,680,3,16,0,0,1
S01009504,613,9,11,4,5,2
S01009505,712,8,22,9,0,18
S01009506,669,6,16,0,0,1
S01009507,763,8,75,4,1,5
S01009508,762,11,21,1,0,11
S01009509,866,5,32,0,6,9
S01009510,667,1,17,0,0,0
S01009511,556,1,2,0,0,0
S01009512,707,2,26,2,2,0
S01009513,545,0,16,4,0,1
S01009514,628,5,10,2,0,1
S01009515,651,1,10,0,0,5
S01009516,737,8,33,5,0,4
S01009517,870,9,98,10,2,25
S01009518,881,8,45,2,0,7
S01009519,864,15,62,2,3,4
S01009520,779,3,32,5,1,14
S01009521,890,5,16,0,0,3
S01009522,924,9,43,8,0,2
S01009523,538,5,19,1,0,6
S01009524,626,6,12,1,0,13
S01009525,497,7,36,8,1,0
S01009526,549,1,14,0,3,2
S01009527,602,4,8,2,0,6
S01009528,497,4,4,0,0,0
S01009529,584,2,0,0,0,2
S01009530,530,5,6,3,1,1
S01009531,1179,8,42,0,2,1
S01009532,787,5,0,4,0,4
S01009533,954,9,18,1,0,11
S01009534,863,13,20,0,0,3
S01009535,795,9,11,7,3,22
S01009536,547,2,15,0,0,1
S01009537,484,7,8,0,0,0
S01009538,863,8,26,0,2,0
S01009539,953,7,12,2,0,3
S01009540,769,13,6,5,0,4
S01009541,1290,7,17,3,0,4
S01009542,718,4,6,0,0,2
S01009543,558,5,6,2,0,0
S01009544,880,2,2,1,4,3
S01009545,671,4,3,1,0,0
S01009546,1117,8,5,0,0,5
S01009547,779,8,13,5,0,4
S01009548,541,1,2,0,0,0
S01009549,695,5,4,1,5,2
S01009550,514,0,14,0,0,3
S01009551,505,2,15,0,2,3
S01009552,892,5,3,4,1,5
S01009553,842,5,5,5,0,4
S01009554,543,7,11,0,1,1
S01009555,727,6,23,1,0,3
S01009556,678,3,3,3,1,1
S01009557,601,5,4,0,0,0
S01009558,659,1,15,0,0,0
S01009559,716,5,5,4,0,2
S01009560,866,1,24,4,0,2
S01009561,616,4,8,9,0,0
S01009562,745,3,12,0,1,0
S01009563,687,7,5,1,0,0
S01009564,661,5,7,0,0,2
S01009565,521,2,2,1,2,0
S01009566,948,1,21,0,0,0
S01009567,786,9,27,15,1,6
S01009568,691,4,11,0,2,1
S01009569,724,4,17,0,0,5
S01009570,474,1,12,0,0,1
S01009571,616,10,15,1,0,4
S01009572,813,0,37,0,0,4
S01009573,670,1,17,5,0,5
S01009574,892,8,22,4,0,1
S01009575,431,0,5,2,1,1
S01009576,463,0,14,1,0,1
S01009577,509,0,30,0,0,1
S01009578,653,1,6,0,0,1
S01009579,803,8,16,5,0,1
S01009580,923,3,25,0,1,4
S01009581,512,2,5,0,0,1
S01009582,491,5,5,1,0,1
S01009583,799,9,8,1,0,2
S01009584,485,4,12,4,0,0
S01009585,858,4,10,7,2,1
S01009586,565,10,9,1,0,0
S01009587,757,3,10,0,1,5
S01009588,996,7,4,1,1,2
S01009589,860,10,18,6,2,12
S01009590,640,2,31,0,0,0
S01009591,579,3,4,4,0,2
S01009592,498,4,36,1,0,26
S01009593,630,2,23,1,0,5
S01009594,602,0,13,0,0,2
S01009595,372,3,30,0,0,0
S01009596,702,5,2,5,0,0
S01009597,815,7,31,0,0,8
S01009598,617,5,0,1,2,9
S01009599,768,0,16,2,0,0
S01009600,572,8,27,0,5,11
S01009601,641,1,3,5,2,0
S01009602,658,6,14,0,0,0
S01009603,354,5,22,0,2,0
S01009604,773,0,12,1,3,3
S01009605,518,1,13,2,2,0
S01009606,903,2,41,5,1,19
S01009607,769,4,14,0,0,0
S01009608,578,7,10,1,0,0
S01009609,711,8,4,0,1,2
S01009610,917,8,15,0,0,1
S01009611,563,4,0,2,1,2
S01009612,557,3,9,0,1,4
S01009613,418,0,26,0,0,8
S01009614,475,3,0,3,2,3
S01009615,345,1,1,0,0,0
S01009616,661,2,4,15,0,0
S01009617,681,1,6,1,0,2
S01009618,642,1,7,1,0,1
S01009619,596,8,26,0,0,0
S01009620,796,2,13,1,0,0
S01009621,693,23,18,2,0,1
S01009622,712,7,13,6,0,1
S01009623,436,2,9,0,0,1
S01009624,795,0,26,0,0,0
S01009625,839,5,19,1,0,0
S01009626,576,11,8,0,2,6
S01009627,820,5,12,5,0,9
S01009628,486,0,9,0,0,0
S01009629,977,7,4,0,0,0
S01009630,739,7,3,0,0,0
S01009631,596,0,21,0,0,7
S01009632,514,5,17,0,0,5
S01009633,739,3,28,5,0,6
S01009634,495,0,6,1,1,2
S01009635,842,4,14,0,1,2
S01009636,657,3,17,0,5,0
S01009637,583,0,12,0,0,0
S01009638,1098,22,8,1,0,4
S01009639,768,3,4,1,0,1
S01009640,603,8,8,0,0,5
S01009641,864,17,23,0,2,4
S01009642,893,12,16,2,2,2
S01009643,1137,4,15,1,0,6
S01009644,837,3,2,4,2,6
S01009645,590,5,7,0,0,0
S01009646,662,5,0,0,0,0
S01009647,610,6,19,5,2,12
S01009648,843,1,0,0,1,5
S01009649,1022,10,0,0,0,0
S01009650,753,0,1,3,4,0
S01009651,1273,10,11,0,1,1
S01009652,776,4,4,0,0,3
S01009653,450,2,3,2,0,0
S01009654,586,7,2,0,0,0
S01009655,827,5,12,0,0,0
S01009656,714,1,7,0,0,3
S01009657,727,3,54,0,1,0
S01009658,711,1,2,0,0,0
S01009659,539,4,0,0,0,1
S01009660,1039,2,5,1,0,3
S01009661,858,7,4,0,0,2
S01009662,641,6,1,1,0,1
S01009663,601,14,0,2,2,6
S01009664,863,7,4,0,0,1
S01009665,665,8,8,2,0,3
S01009666,654,7,4,0,1,0
S01009667,524,1,2,1,1,5
S01009668,539,17,5,1,0,0
S01009669,481,4,6,0,0,0
S01009670,693,4,10,1,0,1
S01009671,569,12,3,0,0,2
S01009672,801,8,15,0,0,2
S01009673,728,5,7,0,0,0
S01009674,845,4,0,0,1,3
S01009675,785,2,4,0,0,4
S01009676,836,15,0,0,1,0
S01009677,540,2,11,1,0,1
S01009678,564,0,1,1,0,0
S01009679,918,10,7,0,1,0
S01009680,710,10,5,0,0,0
S01009681,678,3,18,2,0,2
S01009682,601,4,11,0,0,2
S01009683,789,4,14,1,0,10
S01009684,1151,13,4,1,0,2
S01009685,588,0,7,0,0,1
S01009686,905,13,15,4,0,14
S01009687,676,11,2,0,0,2
S01009688,739,10,13,3,1,21
S01009689,658,15,14,15,0,3
S01009690,583,4,10,10,5,8
S01009691,520,2,6,3,0,0
S01009692,1021,1,2,0,1,2
S01009693,596,1,1,0,0,0
S01009694,893,5,5,1,0,4
S01009695,515,9,8,0,1,5
S01009696,872,6,6,0,2,5
S01009697,739,4,2,0,1,0
S01009698,606,14,5,0,0,0
S01009699,381,2,3,0,0,1
S01009700,648,11,1,0,0,2
S01009701,492,9,8,0,0,4
S01009702,618,4,6,0,1,3
S01009703,595,7,3,1,2,3
S01009704,833,3,4,1,1,2
S01009705,710,4,6,2,5,0
S01009706,589,7,4,0,1,0
S01009707,459,9,1,0,0,0
S01009708,1081,10,1,0,0,0
S01009709,851,7,6,2,2,4
S01009710,432,2,7,0,0,0
S01009711,751,3,1,0,0,3
S01009712,602,17,7,0,1,2
S01009713,785,10,1,4,0,6
S01009714,880,5,5,6,1,11
S01009715,706,5,1,0,1,4
S01009716,612,15,25,1,1,4
S01009717,634,30,41,5,2,4
S01009718,631,17,43,0,0,6
S01009719,611,10,15,4,0,14
S01009720,641,17,39,1,0,7
S01009721,396,18,26,2,0,16
S01009722,1360,58,166,8,2,39
S01009723,567,27,64,4,4,10
S01009724,777,22,57,1,0,12
S01009725,403,12,26,2,0,3
S01009726,865,37,139,9,4,28
S01009727,607,21,13,6,0,13
S01009728,682,10,34,3,0,15
S01009729,555,9,12,5,0,1
S01009730,448,7,16,3,0,9
S01009731,543,10,15,0,0,9
S01009732,667,29,57,1,2,9
S01009733,415,0,5,0,1,2
S01009734,847,8,4,4,0,12
S01009735,652,13,11,0,0,8
S01009736,2730,177,629,38,9,92
S01009737,790,15,43,2,1,18
S01009738,457,15,16,12,1,7
S01009739,845,5,10,2,0,20
S01009740,518,6,17,0,0,3
S01009741,623,8,55,37,0,27
S01009742,464,2,6,0,0,0
S01009743,901,10,9,0,0,2
S01009744,661,1,5,4,2,0
S01009745,1315,19,53,6,0,1
S01009746,508,5,2,1,2,1
S01009747,624,15,12,0,0,20
S01009748,836,4,2,0,0,1
S01009749,917,9,27,6,0,1
S01009750,690,12,17,2,0,1
S01009751,728,12,18,0,0,3
S01009752,571,11,8,0,0,9
S01009753,570,5,24,0,0,3
S01009754,888,11,9,1,0,9
S01009755,548,8,8,0,0,1
S01009756,657,11,5,0,0,7
S01009757,724,7,16,5,0,2
S01009758,467,12,56,4,1,6
S01009759,840,22,48,67,1,13
S01009760,917,3,49,51,1,13
S01009761,605,8,131,2,0,8
S01009762,845,23,52,35,12,19
S01009763,552,8,147,7,0,15
S01009764,472,2,172,5,2,21
S01009765,623,6,361,28,0,3
S01009766,371,4,32,0,0,2
S01009767,1636,29,746,53,2,30
S01009768,565,13,166,23,1,8
S01009769,680,4,359,7,0,8
S01009770,408,17,240,3,0,12
S01009771,421,16,338,10,0,27
S01009772,433,3,117,4,2,9
S01009773,285,12,328,13,0,21
S01009774,200,19,353,3,0,12
S01009775,1486,28,298,33,3,38
S01009776,635,0,19,9,0,14
S01009777,336,5,31,7,1,11
S01009778,737,3,71,22,0,27
S01009779,500,8,3,4,0,9
S01009780,536,7,53,9,0,19
S01009781,508,1,15,19,0,15
S01009782,624,10,126,11,0,16
S01009783,551,5,44,5,0,1
S01009784,916,11,55,3,0,42
S01009785,777,4,27,10,0,11
S01009786,820,14,60,90,0,47
S01009787,820,6,42,19,1,18
S01009788,810,10,24,31,0,4
S01009789,744,14,41,22,0,14
S01009790,547,3,11,2,0,7
S01009791,632,10,44,31,2,34
S01009792,679,8,266,27,2,13
S01009793,1416,11,207,41,0,25
S01009794,526,4,21,1,0,4
S01009795,648,11,120,20,0,2
S01009796,587,4,125,12,0,8
S01009797,632,10,146,12,0,4
S01009798,605,6,45,0,0,1
S01009799,747,5,40,34,0,21
S01009800,902,25,40,34,5,18
S01009801,832,4,49,16,1,9
S01009802,848,12,70,21,3,21
S01009803,625,6,50,17,0,10
S01009804,414,4,38,1,0,0
S01009805,899,11,70,36,3,6
S01009806,728,12,92,17,2,6
S01009807,661,7,53,16,2,12
S01009808,530,5,45,5,0,4
S01009809,564,7,51,10,0,3
S01009810,565,8,48,21,0,14
S01009811,856,7,88,10,0,12
S01009812,672,7,38,6,0,3
S01009813,467,11,186,150,5,114
S01009814,656,3,72,8,0,6
S01009815,578,3,30,15,2,11
S01009816,553,2,20,9,2,3
S01009817,624,4,21,9,0,14
S01009818,838,0,41,0,0,11
S01009819,503,6,24,1,2,6
S01009820,845,11,46,17,0,10
S01009821,609,18,63,1,0,3
S01009822,420,1,56,1,0,6
S01009823,668,4,32,8,1,1
S01009824,773,9,78,12,0,35
S01009825,814,8,71,13,0,23
S01009826,547,7,47,1,0,7
S01009827,834,9,60,30,0,22
S01009828,549,0,36,11,4,20
S01009829,840,12,80,37,12,6
S01009830,627,15,43,13,2,2
S01009831,555,8,25,0,2,3
S01009832,873,10,81,13,0,10
S01009833,436,4,15,5,0,8
S01009834,697,5,149,28,0,4
S01009835,507,1,28,12,2,11
S01009836,862,3,73,0,7,14
S01009837,622,4,8,0,0,0
S01009838,783,6,60,27,4,8
S01009839,730,21,29,22,2,15
S01009840,834,7,26,21,2,9
S01009841,670,15,57,44,2,8
S01009842,516,13,26,25,3,35
S01009843,745,20,65,21,3,29
S01009844,604,23,116,95,7,60
S01009845,542,25,75,85,2,57
S01009846,929,4,83,55,5,36
S01009847,576,30,53,17,0,22
S01009848,869,7,44,34,0,19
S01009849,689,12,70,26,0,8
S01009850,755,10,76,4,0,27
S01009851,834,14,27,11,1,29
S01009852,463,10,80,3,2,1
S01009853,741,7,50,1,1,0
S01009854,736,9,108,17,4,9
S01009855,516,7,41,2,0,11
S01009856,540,3,75,4,1,25
S01009857,760,12,82,4,0,16
S01009858,640,2,83,4,0,10
S01009859,940,16,175,102,8,63
S01009860,840,20,59,48,3,34
S01009861,781,27,102,87,3,84
S01009862,803,22,148,98,4,52
S01009863,557,19,251,45,6,31
S01009864,703,27,48,27,1,45
S01009865,628,16,126,12,1,18
S01009866,659,23,183,8,1,70
S01009867,893,29,199,23,5,43
S01009868,393,19,216,16,0,27
S01009869,466,25,193,37,2,36
S01009870,347,15,225,26,3,41
S01009871,631,45,385,35,1,41
S01009872,497,26,273,34,1,29
S01009873,476,18,256,9,0,17
S01009874,695,22,210,30,2,16
S01009875,323,17,365,55,4,66
S01009876,133,7,123,14,0,15
S01009877,604,15,316,0,4,13
S01009878,250,9,541,8,0,37
S01009879,661,14,202,23,0,6
S01009880,234,8,548,13,1,26
S01009881,372,19,445,8,2,80
S01009882,751,41,345,17,0,41
S01009883,311,3,382,20,0,22
S01009884,469,28,338,8,2,34
S01009885,312,16,346,12,2,17
S01009886,329,14,432,9,0,31
S01009887,539,25,434,21,4,40
