Intermediate Zone - Data Zone 2011,"Managers, Directors and Senior Officials - Total",Professional Occupations - Total,Associate Professional and Technical Occupations - Total,Administrative and Secretarial Occupations - Total,Skilled Trade Occupations - Total,"Caring, Leisure and Other Service Occupations - Total",Sales and Customer Service Occupations - Total,"Process, Plant and Machine Operatives - Total",Elementary Occupations - Total
S01010233,8,28,27,29,25,46,31,35,59
S01010234,49,201,110,46,44,41,50,29,66
S01010235,24,211,103,44,40,19,41,8,52
S01010236,22,156,95,25,45,25,36,25,35
S01010237,30,145,82,36,34,31,30,16,53
S01010238,34,129,86,45,35,36,38,24,63
S01010239,19,68,51,31,32,27,44,18,65
S01010240,26,106,82,49,26,34,43,21,49
S01010241,31,162,115,49,39,51,50,25,48
S01010242,10,57,52,43,37,26,33,30,52
S01010243,22,81,82,60,37,45,52,47,92
S01010244,16,40,39,24,27,41,30,15,51
S01010245,10,26,30,16,23,36,38,28,55
S01010246,20,33,34,32,36,45,44,29,72
S01010247,15,33,34,38,38,44,40,31,64
S01010248,39,182,125,47,45,24,47,24,67
S01010249,18,135,97,40,41,27,39,16,67
S01010250,27,180,89,38,47,32,46,21,55
S01010251,21,161,70,40,39,26,45,9,42
S01010252,27,109,77,25,22,26,37,10,48
S01010253,11,49,42,31,24,34,23,20,62
S01010254,28,86,56,44,39,44,47,25,66
S01010255,12,53,56,38,40,46,45,31,70
S01010256,12,67,48,31,25,46,54,34,67
S01010257,35,190,148,53,35,44,117,19,160
S01010258,27,172,90,42,29,28,90,6,126
S01010259,27,67,58,25,26,52,106,28,179
S01010260,44,222,129,46,46,59,113,38,159
S01010261,22,128,91,46,41,95,224,44,378
S01010262,16,67,42,19,20,23,31,14,61
S01010263,25,150,81,31,28,20,43,19,51
S01010264,37,173,93,40,30,29,37,18,86
S01010265,43,219,94,34,19,22,39,6,70
S01010266,24,112,72,25,21,15,34,9,57
S01010267,22,119,48,25,22,21,40,12,85
S01010268,15,134,77,42,26,21,52,14,69
S01010269,14,83,39,25,14,19,24,5,27
S01010270,19,181,112,51,42,42,101,22,157
S01010271,23,126,68,32,32,35,63,25,147
S01010272,35,171,67,53,39,51,52,37,73
S01010273,24,222,92,25,38,15,38,10,63
S01010274,36,164,76,45,26,19,52,19,70
S01010275,35,142,68,25,16,15,38,14,58
S01010276,73,287,132,47,35,18,33,18,28
S01010277,20,64,44,25,23,42,42,19,50
S01010278,22,78,41,21,31,32,38,19,45
S01010279,20,75,47,23,22,21,38,17,59
S01010280,43,200,86,35,28,24,45,22,82
S01010281,34,186,86,33,29,20,49,11,71
S01010282,27,164,78,37,36,35,45,13,54
S01010283,42,246,110,56,45,31,50,17,58
S01010284,43,326,186,58,45,65,83,17,125
S01010285,34,156,74,33,29,28,48,16,64
S01010286,41,258,120,53,36,38,109,16,146
S01010287,28,109,61,20,24,26,39,16,77
S01010288,52,222,121,27,23,27,39,17,92
S01010289,83,227,125,36,38,14,27,9,37
S01010290,48,171,69,22,23,17,28,11,60
S01010291,29,171,97,37,28,35,66,26,98
S01010292,31,196,99,34,17,22,28,16,67
S01010293,17,112,63,23,28,31,68,19,98
S01010294,16,104,60,19,24,13,57,16,67
S01010295,23,199,112,50,31,23,60,18,91
S01010296,25,89,53,17,26,25,33,16,52
S01010297,33,132,87,39,59,39,51,36,91
S01010298,14,98,88,28,25,16,29,21,63
S01010299,11,56,54,24,20,26,25,17,41
S01010300,17,133,68,33,37,33,40,15,70
S01010301,6,77,27,19,22,12,22,11,25
S01010302,16,37,31,22,34,24,29,26,53
S01010303,9,26,26,16,28,34,27,18,41
S01010304,17,84,32,21,20,29,29,19,47
S01010305,24,145,67,35,31,29,25,20,53
S01010306,22,136,57,29,25,32,44,15,48
S01010307,46,232,99,27,23,23,24,7,36
S01010308,29,227,104,30,31,36,42,20,65
S01010309,7,14,12,10,12,18,14,9,14
S01010310,10,34,21,14,41,39,31,30,53
S01010311,13,35,18,16,27,32,33,19,60
S01010312,15,23,29,22,35,56,32,29,75
S01010313,4,23,21,26,30,36,27,27,54
S01010314,28,123,91,49,55,64,62,46,105
S01010315,15,110,64,40,48,59,42,26,73
S01010316,13,56,39,27,28,32,26,21,32
S01010317,34,253,121,46,39,36,35,13,41
S01010318,26,119,68,45,42,90,68,43,164
S01010319,25,130,70,31,32,23,32,21,38
S01010320,26,148,68,32,44,35,41,17,56
S01010321,25,126,64,42,25,48,26,13,59
S01010322,42,241,95,39,34,34,22,14,38
S01010323,5,16,14,18,22,23,15,14,52
S01010324,8,21,21,19,29,37,26,22,62
S01010325,21,33,40,49,36,48,29,34,81
S01010326,25,80,50,42,57,61,46,49,106
S01010327,17,62,52,41,47,52,34,37,63
S01010328,26,51,52,43,60,47,37,50,48
S01010329,18,54,28,18,29,40,25,12,31
S01010330,7,18,19,14,21,38,18,29,41
S01010331,15,37,33,41,43,54,39,40,65
S01010332,10,23,34,34,43,41,51,24,69
S01010333,20,50,40,54,58,66,50,39,64
S01010334,26,55,73,66,59,81,60,38,86
S01010335,14,35,35,16,46,58,34,29,68
S01010336,6,21,16,15,16,36,25,29,46
S01010337,7,27,22,28,33,52,44,43,51
S01010338,4,13,20,17,9,36,20,18,46
S01010339,13,24,23,20,19,35,27,30,43
S01010340,10,30,32,32,30,48,48,13,71
S01010341,9,40,29,41,28,37,38,31,56
S01010342,19,31,36,50,50,34,26,21,39
S01010343,31,63,59,73,58,58,42,51,43
S01010344,4,19,24,18,19,33,26,27,67
S01010345,58,119,66,56,55,32,34,28,35
S01010346,30,137,69,43,49,45,27,26,59
S01010347,11,79,59,32,29,60,48,20,57
S01010348,16,37,45,52,38,45,39,36,57
S01010349,22,35,44,30,45,54,40,33,43
S01010350,18,40,48,40,44,57,38,38,87
S01010351,20,82,73,48,40,48,48,45,58
S01010352,5,31,19,25,18,34,23,17,37
S01010353,10,29,29,26,41,38,39,35,69
S01010354,5,38,41,23,27,52,24,26,59
S01010355,10,53,38,32,34,45,31,31,73
S01010356,22,104,74,46,35,41,53,35,51
S01010357,2,22,25,16,18,36,17,25,53
S01010358,11,52,34,38,31,43,43,38,87
S01010359,11,34,31,27,19,32,33,25,67
S01010360,15,70,45,32,33,37,35,20,60
S01010361,13,29,20,20,20,33,29,26,62
S01010362,14,48,33,24,31,24,30,29,62
S01010363,27,184,88,30,34,23,19,18,23
S01010364,45,199,81,34,35,20,21,9,33
S01010365,73,210,64,27,18,14,23,9,21
S01010366,51,230,88,47,47,18,28,17,29
S01010367,75,275,93,38,35,25,54,19,77
S01010368,68,200,56,36,20,18,13,4,13
S01010369,26,174,76,34,36,27,17,15,29
S01010370,43,198,87,26,24,9,20,8,33
S01010371,80,246,138,28,35,16,32,13,43
S01010372,29,153,72,14,18,16,23,10,26
S01010373,33,211,86,30,14,20,21,11,31
S01010374,53,221,94,27,15,18,19,8,45
S01010375,20,105,49,24,14,18,29,6,56
S01010376,25,138,71,16,14,31,37,12,45
S01010377,13,165,78,17,31,21,36,9,61
S01010378,24,125,77,23,15,18,43,10,78
S01010379,32,168,94,31,24,30,41,13,105
S01010380,40,270,72,35,26,29,45,9,48
S01010381,17,114,51,18,21,13,25,5,32
S01010382,26,190,100,23,19,28,34,17,52
S01010383,16,77,43,24,20,27,32,14,44
S01010384,49,241,101,44,24,46,61,19,104
S01010385,31,175,75,39,33,31,31,19,42
S01010386,22,152,84,48,34,42,56,15,97
S01010387,31,231,126,72,44,63,63,28,152
S01010388,15,165,81,50,36,46,41,16,52
S01010389,71,313,115,40,29,28,36,23,42
S01010390,26,296,148,54,50,52,54,26,61
S01010391,23,183,95,31,40,36,29,15,56
S01010392,52,204,82,35,24,24,21,11,13
S01010393,47,256,116,59,35,26,38,20,47
S01010394,27,97,68,43,27,41,37,26,51
S01010395,46,225,98,50,52,36,40,20,58
S01010396,38,210,101,52,46,36,44,9,37
S01010397,30,187,54,25,13,16,20,7,20
S01010398,42,294,116,42,33,24,35,16,34
S01010399,68,406,128,32,28,22,28,12,35
S01010400,63,291,94,33,25,26,27,7,30
S01010401,32,176,78,26,8,16,24,7,32
S01010402,55,293,99,48,22,23,15,17,32
S01010403,67,268,97,30,21,17,18,11,23
S01010404,80,189,91,27,15,20,19,11,28
S01010405,76,255,87,33,31,18,22,7,35
S01010406,47,228,89,28,14,17,26,6,51
S01010407,30,184,80,37,24,18,45,14,66
S01010408,34,106,32,28,15,16,14,12,28
S01010409,41,104,41,23,16,10,13,7,10
S01010410,55,170,52,34,12,19,27,10,15
S01010411,83,253,67,29,23,10,25,11,18
S01010412,38,224,66,32,24,10,15,3,26
S01010413,42,152,47,27,10,12,13,6,15
S01010414,43,214,60,46,30,23,29,20,19
S01010415,45,185,70,45,42,42,40,24,40
S01010416,17,165,56,26,18,8,18,8,11
S01010417,30,166,61,20,12,8,12,4,21
S01010418,57,316,120,51,23,15,32,13,24
S01010419,38,274,90,42,25,13,32,11,23
S01010420,21,131,54,21,9,11,13,10,16
S01010421,45,184,49,30,20,13,19,9,20
S01010422,43,200,81,52,41,24,24,17,25
S01010423,17,72,75,37,40,40,30,24,57
S01010424,26,85,57,26,40,45,32,25,57
S01010425,25,73,51,45,39,47,47,31,62
S01010426,15,66,46,22,24,32,23,25,32
S01010427,16,60,37,31,35,28,34,42,49
S01010428,27,107,63,37,18,16,16,6,23
S01010429,46,248,98,32,25,20,24,13,23
S01010430,17,64,43,27,49,49,39,39,59
S01010431,37,138,63,16,18,11,10,3,10
S01010432,10,57,52,28,33,42,38,20,66
S01010433,9,16,11,11,11,23,13,21,38
S01010434,10,40,28,27,26,30,21,24,43
S01010435,9,59,43,31,27,29,35,20,30
S01010436,22,71,41,35,28,34,22,37,50
S01010437,14,31,34,32,31,35,23,24,28
S01010438,23,50,50,28,40,47,53,34,64
S01010439,26,73,55,36,44,56,43,39,71
S01010440,20,61,37,32,29,29,24,20,30
S01010441,41,122,85,72,62,63,64,42,62
S01010442,10,42,47,28,37,48,46,37,51
S01010443,13,35,37,27,33,31,20,27,29
S01010444,20,37,31,24,34,37,19,28,40
S01010445,22,46,49,36,41,33,37,35,42
S01010446,26,91,61,47,43,45,31,29,43
S01010447,19,51,41,32,38,61,36,29,56
S01010448,29,68,55,57,47,42,35,31,33
S01010449,20,41,41,46,39,56,30,22,34
S01010450,14,76,52,37,29,41,29,25,41
S01010451,25,76,41,31,31,29,31,33,37
S01010452,14,69,39,41,43,51,31,18,42
S01010453,14,37,29,17,42,35,24,19,35
S01010454,22,85,31,38,42,46,29,34,29
S01010455,12,29,26,18,20,41,32,23,47
S01010456,14,44,51,28,23,40,18,13,36
S01010457,17,46,34,27,19,37,17,13,23
S01010458,15,47,36,24,24,39,35,37,25
S01010459,18,41,27,20,21,27,23,15,20
S01010460,51,129,44,41,26,21,20,12,19
S01010461,12,45,31,36,36,51,25,28,34
S01010462,10,34,12,18,17,26,30,30,50
S01010463,25,92,62,35,37,36,36,19,48
S01010464,10,51,59,37,18,27,17,21,21
S01010465,30,167,94,61,43,39,39,29,28
S01010466,39,159,83,46,27,26,30,15,31
S01010467,29,137,58,40,19,20,19,12,26
S01010468,41,161,82,56,30,26,37,22,35
S01010469,26,96,65,31,24,16,29,17,33
S01010470,21,96,43,32,48,42,25,24,27
S01010471,17,77,40,27,36,36,32,37,37
S01010472,21,137,65,35,21,43,30,19,57
S01010473,31,103,52,51,24,39,41,27,37
S01010474,25,103,69,26,25,31,31,20,45
S01010475,34,155,77,40,33,32,28,19,26
S01010476,44,194,90,64,44,46,48,29,40
S01010477,17,70,56,43,36,47,36,32,46
S01010478,12,65,34,27,39,44,28,27,55
S01010479,16,74,75,63,42,71,40,35,44
S01010480,25,55,47,37,25,32,31,16,33
S01010481,13,39,31,20,27,36,33,20,35
S01010482,22,78,48,38,35,40,32,31,36
S01010483,31,98,89,47,50,78,50,44,62
S01010484,15,38,37,27,27,35,31,24,32
S01010485,27,99,60,54,49,52,31,35,54
S01010486,28,114,52,45,63,33,34,27,40
S01010487,31,64,72,64,73,75,60,41,63
S01010488,8,26,26,28,22,51,30,24,53
S01010489,23,75,55,55,49,50,60,43,46
S01010490,9,24,18,19,21,34,25,23,54
S01010491,7,31,25,23,26,53,37,32,77
S01010492,10,17,19,34,19,33,31,20,52
S01010493,6,17,30,22,26,33,48,29,64
S01010494,10,28,25,26,35,31,24,24,38
S01010495,12,21,26,23,32,45,42,40,77
S01010496,11,18,34,39,45,62,36,34,59
S01010497,11,20,20,23,19,33,34,25,43
S01010498,14,16,37,31,41,57,41,26,90
S01010499,9,17,24,22,23,36,36,26,45
S01010500,27,44,44,38,41,59,41,36,67
S01010501,29,58,62,53,56,88,65,41,79
S01010502,23,46,38,46,40,53,34,53,56
S01010503,11,18,14,21,26,43,41,20,52
S01010504,49,62,44,28,50,13,6,23,30
S01010505,33,48,26,16,51,34,10,19,45
S01010506,71,78,58,36,87,49,20,47,51
S01010507,40,48,44,29,62,48,26,42,64
S01010508,63,104,84,44,80,51,12,57,67
S01010509,75,98,67,39,87,56,27,45,60
S01010510,31,73,53,43,62,41,53,53,49
S01010511,28,33,34,28,67,53,44,68,73
S01010512,13,47,27,32,44,33,27,40,49
S01010513,48,79,43,47,60,31,20,38,36
S01010514,25,39,33,40,53,37,31,43,65
S01010515,28,35,26,27,54,46,27,63,68
S01010516,52,61,44,28,53,25,30,25,54
S01010517,43,58,33,32,57,43,38,33,98
S01010518,34,56,35,21,58,40,27,30,48
S01010519,33,51,31,37,57,46,36,30,73
S01010520,35,56,45,44,87,52,43,49,52
S01010521,34,44,26,43,62,49,41,61,73
S01010522,19,22,22,21,52,29,36,32,110
S01010523,16,23,19,18,48,42,40,31,81
S01010524,66,40,29,20,41,24,6,20,27
S01010525,42,48,50,32,55,29,7,17,46
S01010526,60,65,35,36,85,48,25,34,63
S01010527,43,53,51,40,67,62,23,42,74
S01010528,50,60,47,30,56,25,18,19,63
S01010529,50,71,46,32,58,43,21,23,39
S01010530,67,50,33,26,50,19,14,14,41
S01010531,63,77,56,51,93,57,28,58,54
S01010532,38,37,10,28,51,21,11,13,26
S01010533,40,48,24,24,35,26,13,17,31
S01010534,39,81,34,22,73,66,33,38,49
S01010535,53,65,43,23,44,40,11,27,33
S01010536,35,39,48,38,63,38,35,36,54
S01010537,30,55,52,36,53,31,24,19,67
S01010538,64,84,66,59,66,65,49,45,66
S01010539,58,81,71,51,82,49,40,32,86
S01010540,25,66,39,20,43,17,12,18,15
S01010541,52,94,66,38,86,35,32,25,56
S01010542,39,67,59,32,65,43,22,26,47
S01010543,42,35,31,20,55,27,11,20,30
S01010544,42,66,41,30,77,60,24,34,71
S01010545,44,74,29,40,75,36,27,18,47
S01010546,35,66,30,15,51,27,27,22,42
S01010547,40,68,52,50,97,34,17,22,44
S01010548,27,66,52,19,52,25,9,24,16
S01010549,93,234,118,75,116,81,55,53,77
S01010550,20,43,40,22,45,27,15,23,19
S01010551,51,78,52,31,63,27,18,24,32
S01010552,30,88,54,31,62,32,19,22,35
S01010553,46,56,43,33,76,21,14,20,27
S01010554,25,49,49,20,51,38,33,24,31
S01010555,29,81,55,31,61,35,32,38,52
S01010556,29,33,41,24,43,55,43,45,54
S01010557,20,44,28,19,29,40,23,29,31
S01010558,29,62,49,37,53,44,33,28,54
S01010559,32,66,31,28,25,16,16,16,34
S01010560,39,71,37,30,31,26,26,11,23
S01010561,31,64,30,18,33,23,11,23,22
S01010562,26,44,35,35,44,30,25,31,34
S01010563,10,34,31,22,31,32,20,26,27
S01010564,8,18,20,15,32,21,18,20,31
S01010565,9,30,25,27,41,32,24,33,32
S01010566,73,157,80,57,121,59,25,56,56
S01010567,62,101,79,59,89,35,39,54,47
S01010568,88,206,170,83,124,76,53,66,76
S01010569,62,96,199,91,92,50,39,55,61
S01010570,38,65,57,42,69,41,46,42,75
S01010571,27,56,41,40,67,40,27,34,50
S01010572,19,55,28,34,48,56,29,38,43
S01010573,18,28,30,32,31,25,29,30,46
S01010574,19,58,47,36,29,27,25,23,17
S01010575,22,64,51,45,32,20,21,14,25
S01010576,27,89,73,32,47,32,32,26,33
S01010577,14,28,44,41,48,44,47,43,54
S01010578,10,39,26,31,39,33,26,28,31
S01010579,24,51,44,33,52,31,41,30,38
S01010580,22,58,38,38,40,39,34,29,57
S01010581,13,63,39,20,32,21,21,20,25
S01010582,56,148,113,79,101,97,94,51,144
S01010583,38,111,71,70,66,20,30,36,38
S01010584,45,89,77,54,56,56,52,40,51
S01010585,43,114,84,58,58,46,40,36,38
S01010586,43,98,52,50,35,22,32,24,21
S01010587,27,79,42,33,41,15,19,25,19
S01010588,17,71,49,29,28,19,23,22,16
S01010589,16,25,34,26,28,35,23,32,35
S01010590,53,127,58,45,39,30,26,33,26
S01010591,68,179,128,110,108,71,71,56,63
S01010592,19,52,23,30,37,24,21,23,26
S01010593,80,256,176,113,117,85,76,62,75
S01010594,29,65,62,41,38,41,44,25,35
S01010595,38,103,70,55,49,39,43,15,39
S01010596,125,292,161,125,128,88,61,71,68
S01010597,49,127,70,57,53,35,33,34,40
S01010598,48,134,93,65,64,50,36,40,57
S01010599,88,252,161,125,140,74,72,84,63
S01010600,52,110,86,45,66,49,36,35,45
S01010601,23,76,55,29,23,25,23,19,12
S01010602,14,49,33,34,41,31,16,23,26
S01010603,32,74,44,47,43,35,22,25,40
S01010604,25,51,45,20,16,15,16,14,15
S01010605,44,101,61,53,67,35,30,22,36
S01010606,44,57,43,31,58,54,51,35,62
S01010607,43,98,59,26,33,30,28,22,24
S01010608,17,25,34,15,50,50,44,27,54
S01010609,10,21,27,25,33,53,33,22,44
S01010610,43,74,51,36,29,27,19,21,15
S01010611,21,47,50,48,62,73,51,52,82
S01010612,17,53,41,32,43,41,37,36,45
S01010613,22,49,31,21,31,27,18,24,37
S01010614,10,29,27,28,42,28,40,28,60
S01010615,21,83,56,41,58,37,48,33,66
S01010616,45,60,68,40,54,38,33,30,41
S01010617,32,77,51,54,41,41,38,45,40
S01010618,25,68,28,43,51,34,39,35,34
S01010619,23,39,38,21,51,30,34,28,68
S01010620,30,60,49,45,47,41,43,28,72
S01010621,44,134,51,32,47,45,44,24,38
S01010622,17,33,30,20,35,21,46,36,63
S01010623,30,64,112,24,22,57,21,18,36
S01010624,18,68,30,32,27,47,39,34,49
S01010625,29,103,35,26,32,20,24,8,24
S01010626,46,122,52,32,35,36,22,20,34
S01010627,46,90,46,34,41,57,23,24,51
S01010628,45,130,68,53,49,40,30,28,47
S01010629,36,132,41,29,46,36,26,22,36
S01010630,18,62,33,26,30,27,24,22,29
S01010631,22,53,34,36,26,33,33,14,47
S01010632,27,67,48,51,53,52,38,57,70
S01010633,22,37,39,43,65,66,54,34,90
S01010634,6,17,20,23,27,31,32,36,50
S01010635,18,32,41,25,38,42,51,34,61
S01010636,31,100,50,41,41,51,37,30,39
S01010637,14,49,34,19,42,30,24,15,52
S01010638,34,50,49,40,46,63,34,26,46
S01010639,27,84,55,41,86,75,58,54,122
S01010640,30,69,42,38,47,45,41,28,60
S01010641,20,26,47,26,46,42,37,59,85
S01010642,14,30,57,44,72,85,66,55,123
S01010643,13,18,30,24,29,34,37,38,86
S01010644,8,15,20,13,30,34,37,31,83
S01010645,11,55,34,25,35,32,20,15,25
S01010646,21,58,46,41,46,32,13,29,40
S01010647,10,54,41,46,34,34,26,38,25
S01010648,23,50,44,36,51,28,27,25,41
S01010649,14,52,33,27,34,30,18,20,33
S01010650,62,142,120,96,90,112,76,65,81
S01010651,22,29,30,34,40,43,25,36,36
S01010652,32,86,69,39,55,48,38,38,61
S01010653,15,34,32,24,35,32,34,30,31
S01010654,17,42,35,28,44,63,38,47,63
S01010655,62,103,69,46,75,41,25,47,53
S01010656,28,61,31,37,60,44,22,34,42
S01010657,38,76,50,34,51,13,13,25,18
S01010658,37,111,64,25,60,26,23,26,47
S01010659,36,88,51,36,64,27,16,20,27
S01010660,29,47,33,15,43,28,37,24,24
S01010661,17,56,39,29,60,25,27,23,37
S01010662,43,85,68,46,61,42,31,25,29
S01010663,40,83,70,45,75,35,35,32,36
S01010664,41,79,51,27,74,25,21,21,35
S01010665,64,114,53,38,101,51,16,27,72
S01010666,52,110,68,54,94,53,47,36,39
S01010667,55,81,32,28,55,27,25,27,26
S01010668,83,73,60,30,89,67,41,36,77
S01010669,34,43,35,21,66,26,17,28,38
S01010670,47,68,39,24,78,41,22,45,49
S01010671,35,70,43,19,53,33,14,25,51
S01010672,29,51,37,25,57,45,31,36,35
S01010673,69,90,53,32,77,70,31,30,52
S01010674,69,90,50,35,76,64,37,40,60
S01010675,40,58,35,30,58,31,17,31,48
S01010676,54,106,63,37,74,37,27,28,63
S01010677,45,61,26,20,31,23,8,31,21
S01010678,44,54,48,31,97,38,10,29,32
S01010679,31,27,24,22,46,32,18,26,30
S01010680,34,48,38,25,60,39,37,19,49
S01010681,38,67,55,37,99,67,36,39,85
S01010682,68,91,71,34,110,63,39,39,67
S01010683,65,77,62,33,107,56,24,30,49
S01010684,53,61,58,36,80,30,21,44,41
S01010685,40,53,36,21,54,31,14,14,39
S01010686,37,38,25,20,74,38,16,38,37
S01010687,44,70,36,34,75,39,30,25,49
S01010688,57,60,35,28,78,32,15,31,71
S01010689,33,54,39,32,80,26,17,31,38
S01010690,47,38,31,22,51,29,21,33,30
S01010691,38,50,41,24,96,40,28,36,35
S01010692,40,60,51,33,74,41,41,40,56
S01010693,53,36,29,15,61,23,13,29,40
S01010694,27,36,33,19,43,26,16,15,26
S01010695,47,76,33,43,61,27,22,25,28
S01010696,45,77,57,44,101,36,34,48,58
S01010697,48,119,70,39,81,41,35,44,57
S01010698,53,68,37,34,68,33,19,24,47
S01010699,32,62,38,21,64,21,16,21,29
S01010700,31,58,29,20,48,30,15,17,17
S01010701,32,98,58,40,76,43,47,54,37
S01010702,47,76,69,38,65,46,22,28,30
S01010703,43,84,67,49,94,27,30,37,32
S01010704,20,38,34,22,52,38,28,28,26
S01010705,43,126,94,82,139,84,36,71,63
S01010706,25,61,41,32,64,53,27,44,43
S01010707,50,133,75,56,115,62,43,53,58
S01010708,15,40,30,40,43,34,22,18,29
S01010709,21,57,33,45,60,43,20,29,25
S01010710,8,39,31,30,57,36,35,26,43
S01010711,29,96,56,47,49,24,19,28,12
S01010712,21,43,36,31,56,44,36,30,57
S01010713,13,35,39,32,66,35,36,32,61
S01010714,10,23,17,20,36,29,33,24,42
S01010715,28,51,40,25,73,49,47,31,51
S01010716,35,62,70,43,56,42,46,40,73
S01010717,22,62,44,36,53,31,19,17,22
S01010718,28,85,72,52,78,65,48,46,51
S01010719,24,84,38,19,49,20,10,19,33
S01010720,46,105,63,44,57,36,15,31,37
S01010721,23,77,43,26,33,17,27,20,25
S01010722,26,94,45,29,53,45,29,23,40
S01010723,64,113,61,46,83,31,22,26,42
S01010724,45,118,61,38,77,35,31,39,43
S01010725,73,170,66,51,82,39,25,49,51
S01010726,29,84,43,33,65,28,27,16,31
S01010727,41,94,51,23,50,15,19,24,19
S01010728,23,81,53,28,35,24,14,24,13
S01010729,35,69,34,33,70,18,17,36,21
S01010730,55,106,49,38,71,29,24,31,37
S01010731,42,100,65,33,62,37,22,22,41
S01010732,9,27,29,22,42,52,37,42,48
S01010733,3,21,31,14,37,29,23,46,50
S01010734,16,42,42,29,49,67,31,39,52
S01010735,10,28,22,21,40,28,28,45,64
S01010736,13,46,40,19,37,28,26,29,19
S01010737,40,78,63,64,64,62,58,63,67
S01010738,13,27,31,28,24,27,27,27,33
S01010739,22,69,50,46,63,30,44,39,55
S01010740,5,14,22,11,18,22,18,29,32
S01010741,27,64,54,51,92,59,39,49,45
S01010742,18,43,37,30,60,54,29,51,51
S01010743,9,17,31,20,39,42,21,43,43
S01010744,19,63,55,46,73,69,41,53,54
S01010745,13,32,19,21,46,28,21,26,41
S01010746,45,73,68,43,86,56,33,47,62
S01010747,18,46,44,28,55,41,42,29,53
S01010748,37,43,31,32,61,19,8,17,26
S01010749,27,53,45,24,56,32,11,26,24
S01010750,27,53,28,24,50,22,17,23,24
S01010751,17,21,33,30,56,43,33,34,41
S01010752,20,54,39,34,48,42,43,42,54
S01010753,25,62,44,37,87,43,45,46,52
S01010754,12,34,21,19,45,25,33,29,35
S01010755,23,27,26,15,41,38,23,20,33
S01010756,30,58,50,29,39,25,16,30,24
S01010757,35,43,27,20,75,28,15,19,37
S01010758,41,54,38,38,52,34,12,26,40
S01010759,22,32,27,23,79,40,16,22,35
S01010760,30,47,29,23,46,26,15,19,37
S01010761,25,45,25,28,52,14,13,21,20
S01010762,21,48,38,17,58,43,18,31,28
S01010763,37,61,35,24,73,28,20,24,39
S01010764,22,51,30,19,60,32,20,33,27
S01010765,47,63,34,32,90,48,38,42,65
S01010766,26,49,53,38,70,51,26,31,39
S01010767,19,38,23,18,49,37,24,33,43
S01010768,10,37,24,17,30,26,17,13,24
S01010769,22,38,26,17,44,26,13,21,31
S01010770,32,45,34,33,69,36,17,25,38
S01010771,29,52,25,20,74,44,23,43,52
S01010772,33,52,40,19,84,25,17,26,30
S01010773,28,63,36,33,78,41,23,31,28
S01010774,25,30,37,19,39,30,32,25,33
S01010775,27,91,60,44,82,47,39,40,43
S01010776,15,35,30,23,29,26,27,20,55
S01010777,4,20,18,14,34,33,22,17,33
S01010778,17,19,23,11,26,31,28,18,48
S01010779,16,33,31,20,30,31,40,34,65
S01010780,11,39,20,28,33,36,32,27,34
S01010781,30,65,48,41,57,40,28,43,44
S01010782,21,23,30,15,42,28,32,23,47
S01010783,17,19,16,19,38,25,21,21,39
S01010784,11,18,19,21,41,42,28,27,60
S01010785,20,59,47,28,45,22,15,29,27
S01010786,23,64,54,43,67,37,30,37,36
S01010787,35,61,53,36,80,27,26,41,46
S01010788,21,52,32,28,63,24,28,33,32
S01010789,20,56,33,30,56,29,25,36,37
S01010790,32,55,41,23,90,16,22,31,35
S01010791,50,73,48,17,67,27,21,31,56
S01010792,12,25,25,19,34,27,27,31,49
S01010793,31,58,41,28,62,27,16,34,35
S01010794,37,61,51,32,56,23,21,23,21
S01010795,40,87,78,36,58,47,36,41,61
S01010796,36,96,61,35,87,30,16,21,48
S01010797,39,98,56,41,76,27,23,20,23
S01010798,32,67,49,36,68,19,13,30,27
S01010799,22,68,42,21,36,19,14,22,37
S01010800,13,28,52,30,68,35,36,28,64
S01010801,13,32,40,25,47,29,37,36,43
S01010802,15,40,39,22,39,17,24,22,35
S01010803,13,38,36,12,49,40,29,11,32
S01010804,24,53,55,24,40,16,22,22,18
S01010805,28,73,77,33,50,39,34,30,58
S01010806,15,48,46,25,37,45,37,36,70
S01010807,12,43,34,23,30,25,26,21,32
S01010808,19,51,35,20,32,21,16,13,36
S01010809,31,74,49,24,58,15,20,26,32
S01010810,31,36,25,19,41,22,6,25,25
