Intermediate Zone - Data Zone 2011,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Owned: Shared Equity (e.g. LIFT or Help-to-Buy),Social Rented: Council (LA) or Housing Association/ Registered Social Landlord,Private rented,Lives Rent Free
S01011886,174,108,1,4,40,19,10
S01011887,71,89,1,3,43,11,5
S01011888,102,91,0,4,140,33,3
S01011889,198,124,0,3,48,33,8
S01011890,127,93,0,3,25,32,4
S01011891,83,65,10,8,148,64,3
S01011892,137,159,0,12,5,150,8
S01011893,179,133,8,6,122,116,6
S01011894,105,88,1,5,41,60,5
S01011895,163,72,0,1,3,21,2
S01011896,185,130,1,5,29,62,10
S01011897,230,165,0,4,29,30,7
S01011898,152,119,0,2,4,25,3
S01011899,205,110,3,2,8,15,9
S01011900,189,95,0,1,3,9,4
S01011901,185,141,0,7,5,63,6
S01011902,300,117,0,1,20,15,9
S01011903,212,110,0,4,21,27,4
S01011904,187,95,6,2,2,19,2
S01011905,162,93,1,2,9,13,1
S01011906,124,52,0,6,1,14,5
S01011907,163,116,0,8,18,26,4
S01011908,83,146,0,3,63,30,2
S01011909,86,249,36,12,8,33,1
S01011910,73,61,0,10,211,47,0
S01011911,98,78,0,6,92,15,1
S01011912,65,88,2,10,119,27,4
S01011913,69,44,0,7,179,22,3
S01011914,60,70,0,5,182,56,5
S01011915,89,94,0,13,120,22,1
S01011916,69,41,0,1,79,20,4
S01011917,85,66,0,10,68,16,4
S01011918,41,36,4,4,254,32,2
S01011919,86,65,24,5,140,64,3
S01011920,67,57,0,10,117,21,8
S01011921,67,45,1,7,133,32,8
S01011922,78,59,0,10,147,29,5
S01011923,74,65,9,9,217,31,3
S01011924,57,42,0,5,72,20,2
S01011925,62,168,0,15,14,21,2
S01011926,81,82,0,7,107,27,3
S01011927,74,75,1,6,100,23,6
S01011928,117,80,3,11,96,34,1
S01011929,86,70,0,5,109,29,3
S01011930,69,75,1,9,118,20,2
S01011931,63,122,9,29,288,75,9
S01011932,39,88,2,12,70,83,6
S01011933,78,64,3,8,87,88,14
S01011934,157,96,3,11,38,95,5
S01011935,101,62,1,3,112,183,17
S01011936,121,63,0,0,86,134,7
S01011937,58,57,10,4,121,130,12
S01011938,110,74,0,3,64,120,2
S01011939,74,59,3,5,136,148,3
S01011940,30,24,0,2,138,145,3
S01011941,66,58,3,1,63,266,10
S01011942,145,52,0,6,133,242,10
S01011943,119,56,9,4,319,294,11
S01011944,104,58,0,5,3,22,3
S01011945,219,87,0,1,5,13,0
S01011946,132,68,0,2,110,49,5
S01011947,24,12,0,0,44,134,1
S01011948,238,109,0,1,125,98,4
S01011949,271,94,0,0,3,12,7
S01011950,175,66,2,5,104,25,6
S01011951,145,104,1,5,26,35,1
S01011952,124,68,0,1,1,7,3
S01011953,210,121,2,4,26,53,7
S01011954,70,51,0,0,96,18,4
S01011955,155,117,3,5,145,63,7
S01011956,173,152,2,2,22,27,8
S01011957,124,97,2,0,25,69,16
S01011958,264,141,0,3,31,126,18
S01011959,204,81,2,3,42,62,10
S01011960,120,186,1,10,12,35,4
S01011961,116,159,0,0,45,32,4
S01011962,118,120,4,0,3,33,3
S01011963,82,111,0,7,54,10,5
S01011964,195,166,6,0,36,71,10
S01011965,185,111,1,1,53,24,6
S01011966,192,122,0,0,15,23,4
S01011967,227,154,1,2,27,71,4
S01011968,180,161,0,4,34,94,5
S01011969,203,105,4,4,105,54,21
S01011970,122,70,0,0,158,72,9
S01011971,135,88,0,0,39,13,2
S01011972,221,95,1,5,15,114,25
S01011973,139,85,1,0,33,36,11
S01011974,187,110,5,4,18,32,9
S01011975,94,49,0,1,17,33,7
S01011976,184,83,0,3,38,45,2
S01011977,228,105,5,3,124,71,8
S01011978,148,64,0,0,112,50,6
S01011979,266,149,3,3,69,55,7
S01011980,127,75,1,4,44,50,12
S01011981,160,64,5,2,20,122,39
S01011982,195,76,1,4,7,112,38
S01011983,148,65,2,5,36,91,25
S01011984,51,44,0,1,202,26,2
S01011985,132,87,0,8,20,34,5
S01011986,57,49,2,0,155,35,1
S01011987,193,145,3,8,105,29,4
S01011988,170,63,0,1,11,13,3
S01011989,203,85,22,11,27,17,4
S01011990,243,147,0,10,13,23,10
S01011991,122,90,1,7,46,24,9
S01011992,278,119,3,7,45,88,8
S01011993,88,65,1,6,136,113,4
S01011994,265,57,0,5,0,9,2
S01011995,195,157,1,7,21,70,11
S01011996,77,53,3,12,63,21,0
S01011997,163,93,0,7,83,65,0
S01011998,126,83,1,0,1,17,7
S01011999,92,73,0,0,18,95,13
S01012000,105,58,0,3,9,23,1
S01012001,116,89,0,5,57,28,5
S01012002,118,61,0,2,38,16,3
S01012003,87,78,0,4,32,41,5
S01012004,211,115,0,5,52,29,8
S01012005,152,121,0,5,39,21,1
S01012006,169,219,0,16,122,77,45
S01012007,168,90,1,3,62,53,4
S01012008,151,94,5,0,69,76,24
S01012009,99,66,1,4,41,64,14
S01012010,328,103,1,4,64,67,17
S01012011,211,93,1,6,127,61,8
S01012012,154,66,11,3,70,51,8
S01012013,168,70,0,0,32,80,24
S01012014,122,76,5,1,114,69,6
S01012015,213,105,0,2,75,26,10
S01012016,154,57,1,2,38,48,17
S01012017,127,36,0,1,9,35,33
S01012018,201,85,3,0,27,50,20
S01012019,245,155,1,5,29,43,3
S01012020,123,80,3,0,110,26,3
S01012021,99,74,0,0,34,9,3
S01012022,126,92,0,5,46,25,0
S01012023,104,61,3,0,4,13,3
S01012024,150,168,0,0,21,19,2
S01012025,128,159,0,0,39,10,1
S01012026,92,255,0,8,5,4,1
S01012027,122,163,0,0,6,18,5
S01012028,212,152,0,0,5,6,2
S01012029,253,464,0,25,130,114,15
S01012030,312,1575,0,57,57,88,10
S01012031,139,176,0,3,3,4,1
S01012032,94,50,0,1,3,15,3
S01012033,183,111,0,0,60,15,3
S01012034,158,111,0,0,61,49,4
S01012035,212,131,0,1,55,37,10
S01012036,235,113,0,0,5,27,2
S01012037,124,197,0,10,149,33,2
S01012038,64,39,0,1,228,21,5
S01012039,156,124,0,3,140,28,6
S01012040,105,107,0,2,30,8,2
S01012041,147,114,1,3,78,34,7
S01012042,141,235,1,11,85,29,6
S01012043,87,97,1,0,151,30,7
S01012044,107,92,0,1,211,47,5
S01012045,119,125,5,1,247,149,8
S01012046,93,70,0,0,180,52,4
S01012047,93,81,0,0,190,62,6
S01012048,86,69,0,0,208,52,8
S01012049,141,88,0,1,58,47,1
S01012050,139,181,0,1,76,18,2
S01012051,107,57,4,2,77,31,7
S01012052,159,125,0,0,103,56,6
S01012053,107,101,0,1,154,26,0
S01012054,46,68,0,1,150,42,1
S01012055,136,113,0,1,153,47,4
S01012056,142,103,0,2,75,22,5
S01012057,182,127,0,1,5,10,0
S01012058,162,106,0,1,18,26,4
S01012059,117,137,1,2,109,30,1
S01012060,121,131,0,0,139,32,4
S01012061,204,139,0,0,28,41,7
S01012062,176,355,2,23,3,18,3
S01012063,68,129,0,0,17,20,1
S01012064,27,44,0,0,178,25,2
S01012065,13,25,0,0,217,10,3
S01012066,84,118,0,5,148,43,6
S01012067,22,20,2,0,199,8,4
S01012068,16,7,2,0,186,12,0
S01012069,40,43,0,0,117,29,4
S01012070,52,52,1,0,207,71,4
S01012071,112,88,0,3,289,251,4
S01012072,123,104,1,0,289,184,8
S01012073,113,194,0,7,57,69,9
S01012074,112,145,1,0,3,68,4
S01012075,123,129,0,0,4,8,0
S01012076,124,139,0,1,119,72,3
S01012077,107,101,1,1,127,51,2
S01012078,102,161,0,3,69,26,4
S01012079,111,94,0,0,158,40,5
S01012080,50,61,0,0,199,25,0
S01012081,57,82,0,0,226,20,11
S01012082,71,69,0,5,138,20,5
S01012083,83,66,0,0,201,17,3
S01012084,125,90,0,0,16,8,1
S01012085,124,107,0,1,43,17,2
S01012086,132,94,0,0,156,32,7
S01012087,131,123,0,3,129,35,4
S01012088,103,126,0,1,45,7,3
S01012089,182,136,0,0,9,35,0
S01012090,221,127,0,0,3,2,1
S01012091,137,86,0,0,0,14,2
S01012092,123,78,0,0,1,17,2
S01012093,116,70,0,0,6,31,2
S01012094,167,144,0,0,3,11,2
S01012095,145,140,0,2,90,17,3
S01012096,140,150,0,1,77,32,6
S01012097,101,119,0,0,67,15,3
S01012098,84,100,1,0,51,24,0
S01012099,93,85,0,0,125,39,3
S01012100,154,157,0,12,215,44,7
S01012101,177,111,0,0,8,4,3
S01012102,80,69,0,0,135,32,5
S01012103,165,162,0,0,33,68,4
S01012104,123,157,0,1,22,43,2
S01012105,257,172,2,0,27,38,4
S01012106,207,190,7,2,19,83,11
S01012107,199,109,1,0,5,16,7
S01012108,124,75,1,0,295,65,9
S01012109,84,96,1,0,235,180,16
S01012110,145,89,2,2,151,120,12
S01012111,65,66,0,8,177,69,5
S01012112,161,95,0,1,97,57,9
S01012113,205,144,2,0,100,51,4
S01012114,187,126,0,0,7,46,3
S01012115,92,89,0,3,49,28,5
S01012116,100,148,0,1,51,12,0
S01012117,144,346,0,14,15,15,4
S01012118,105,111,0,1,3,3,1
S01012119,216,119,1,0,3,5,2
S01012120,116,217,0,7,78,28,2
S01012121,127,106,1,1,186,23,8
S01012122,110,117,0,1,71,19,5
S01012123,96,82,0,3,33,40,3
S01012124,106,83,0,1,17,40,4
S01012125,67,75,0,0,240,98,9
S01012126,113,162,0,3,19,92,3
S01012127,160,130,0,18,151,281,17
S01012128,29,88,1,3,59,129,7
S01012129,86,111,2,0,118,110,10
S01012130,174,129,0,0,265,114,9
S01012131,130,124,2,3,173,206,3
S01012132,121,83,2,0,75,197,7
S01012133,76,123,1,3,47,85,4
S01012134,249,175,0,0,99,101,5
S01012135,67,75,0,0,352,119,12
S01012136,42,70,0,3,196,172,2
S01012137,141,133,0,3,176,118,7
S01012138,161,171,0,0,53,65,8
S01012139,163,178,0,1,68,41,7
S01012140,143,85,0,0,7,4,1
S01012141,218,160,0,0,9,7,4
S01012142,256,116,0,0,5,14,5
S01012143,268,100,0,1,0,6,2
S01012144,223,163,0,0,17,28,4
S01012145,203,162,1,2,3,12,6
S01012146,120,91,1,0,207,93,9
S01012147,88,83,0,0,172,54,6
S01012148,84,64,0,0,116,46,6
S01012149,93,118,0,0,95,42,1
S01012150,86,101,0,0,169,34,7
S01012151,72,86,0,0,73,29,2
S01012152,50,42,0,1,219,24,3
S01012153,56,61,0,8,242,109,4
S01012154,58,50,0,4,213,129,1
S01012155,63,54,0,0,220,83,7
S01012156,64,196,1,25,273,62,12
S01012157,118,161,0,2,122,103,2
S01012158,140,232,0,4,46,123,2
S01012159,136,89,0,2,1,3,1
S01012160,171,103,2,1,0,8,2
S01012161,39,35,1,0,81,36,6
S01012162,73,158,8,4,136,76,4
S01012163,66,141,0,6,111,80,4
S01012164,111,250,2,0,8,31,3
S01012165,89,82,0,3,187,57,5
S01012166,76,71,2,0,77,52,4
S01012167,131,112,1,1,89,51,5
S01012168,165,123,0,1,9,19,4
S01012169,156,133,1,0,68,45,3
S01012170,209,152,2,2,125,58,7
S01012171,181,156,0,1,88,58,1
S01012172,101,88,1,3,63,44,4
S01012173,178,91,0,1,0,10,2
S01012174,151,150,0,1,8,17,0
S01012175,193,110,1,0,5,33,6
S01012176,193,124,0,0,6,22,4
S01012177,143,82,0,0,2,10,0
S01012178,152,73,2,0,2,10,1
S01012179,129,72,0,4,47,21,5
S01012180,135,105,0,0,34,17,2
S01012181,142,100,1,1,64,44,3
S01012182,215,617,0,25,95,129,5
S01012183,143,210,0,5,213,99,8
S01012184,117,335,0,22,11,107,12
S01012185,74,89,0,0,176,202,7
S01012186,111,105,0,1,82,45,3
S01012187,90,104,0,1,98,53,4
S01012188,144,77,1,0,18,15,2
S01012189,96,103,0,0,31,5,4
S01012190,78,110,0,0,2,9,2
S01012191,172,105,8,4,6,4,0
S01012192,117,137,0,6,1,7,1
S01012193,83,90,0,0,1,3,2
S01012194,78,93,1,0,2,6,0
S01012195,183,178,6,0,23,19,3
S01012196,81,94,1,0,8,15,1
S01012197,113,102,4,1,68,21,1
S01012198,133,134,0,0,108,22,4
S01012199,111,126,0,0,35,22,0
S01012200,108,97,0,0,40,17,5
S01012201,102,125,0,2,59,24,2
S01012202,97,104,0,0,27,10,0
S01012203,214,82,0,0,2,10,5
S01012204,162,90,2,2,3,4,4
S01012205,161,111,0,0,3,12,2
S01012206,152,126,0,4,21,24,0
S01012207,123,165,0,3,67,38,1
S01012208,154,160,0,0,88,41,8
S01012209,98,99,0,0,81,43,2
S01012210,124,102,0,0,120,43,2
S01012211,153,150,0,0,64,31,9
S01012212,198,99,0,1,3,5,3
S01012213,223,104,0,0,4,7,0
S01012214,180,102,0,2,4,7,4
S01012215,198,114,0,1,2,6,3
S01012216,164,106,0,2,3,8,2
S01012217,51,48,3,0,129,32,1
S01012218,45,36,0,2,124,27,7
S01012219,125,85,0,0,169,22,2
S01012220,56,50,0,0,225,32,2
S01012221,71,74,5,5,119,29,2
S01012222,144,99,1,1,132,41,9
S01012223,78,72,0,0,163,30,7
S01012224,105,129,2,4,82,42,5
S01012225,117,127,1,3,156,48,6
S01012226,132,121,1,0,17,17,0
S01012227,129,90,0,0,23,21,0
S01012228,112,100,0,0,24,16,2
S01012229,163,110,2,1,2,41,2
S01012230,216,157,0,0,3,24,4
S01012231,161,119,0,0,0,4,1
S01012232,167,134,0,0,1,7,1
S01012233,198,125,0,0,2,6,1
S01012234,184,158,1,1,20,19,1
S01012235,142,71,0,0,2,4,3
S01012236,127,143,0,3,24,34,4
S01012237,165,128,0,0,5,17,1
S01012238,86,99,1,0,64,54,9
S01012239,72,75,0,0,81,37,5
S01012240,147,127,0,4,53,47,4
S01012241,136,78,2,0,2,6,2
S01012242,164,157,0,0,4,7,3
S01012243,118,121,0,2,5,4,0
S01012244,157,127,4,0,4,39,10
S01012245,151,107,1,0,58,23,1
S01012246,188,152,9,4,40,24,0
S01012247,140,113,0,0,17,34,15
S01012248,136,99,3,2,23,58,16
S01012249,182,82,0,2,47,52,18
S01012250,181,149,1,0,33,89,22
S01012251,156,116,1,0,163,62,8
S01012252,115,85,5,1,116,30,2
S01012253,169,87,0,2,140,107,7
S01012254,169,126,2,1,52,53,6
S01012255,239,94,6,1,67,88,8
S01012256,156,90,0,3,15,6,3
S01012257,186,105,2,4,96,28,7
S01012258,173,108,0,0,6,19,2
S01012259,178,87,0,0,7,11,1
S01012260,141,126,0,0,104,26,6
S01012261,130,146,0,1,44,10,2
S01012262,185,177,0,0,40,95,24
S01012263,144,102,0,3,84,45,4
S01012264,96,60,0,0,42,28,2
S01012265,109,103,0,3,121,13,8
S01012266,225,130,0,2,135,61,8
S01012267,179,133,1,0,22,40,6
S01012268,99,42,2,0,38,97,18
S01012269,216,119,0,5,81,47,4
S01012270,137,96,0,0,97,31,2
S01012271,255,319,3,23,132,107,35
S01012272,146,104,0,0,38,23,4
S01012273,189,105,0,0,31,38,16
S01012274,180,113,0,2,76,77,11
S01012275,123,69,0,5,91,181,7
S01012276,174,122,1,0,104,96,9
S01012277,154,129,0,2,131,104,4
S01012278,107,69,0,0,88,168,4
S01012279,95,61,0,4,115,125,5
S01012280,131,105,0,3,138,35,6
S01012281,115,98,2,1,44,100,5
S01012282,215,93,1,1,99,61,13
S01012283,156,96,3,0,94,34,6
S01012284,123,66,0,0,153,97,5
S01012285,142,69,0,0,57,15,2
S01012286,153,103,0,4,178,34,4
S01012287,73,44,2,0,265,29,11
S01012288,103,40,0,0,185,23,6
S01012289,271,96,0,1,33,47,2
S01012290,115,69,0,0,73,40,6
S01012291,181,185,0,4,81,67,2
S01012292,195,66,0,0,32,51,8
S01012293,111,46,1,1,42,14,2
S01012294,145,111,4,3,82,23,8
S01012295,83,97,8,1,67,32,1
S01012296,117,168,0,1,57,31,5
S01012297,125,84,0,0,8,47,19
S01012298,167,114,6,0,77,37,10
S01012299,124,86,1,0,7,44,22
S01012300,123,67,0,2,65,36,5
S01012301,182,77,1,0,52,82,26
S01012302,85,46,0,0,17,72,29
S01012303,177,118,1,1,18,75,26
S01012304,212,115,0,0,40,62,15
S01012305,155,59,2,3,190,51,6
S01012306,88,40,0,1,163,32,3
S01012307,104,47,0,1,133,35,7
S01012308,148,100,0,1,96,22,4
S01012309,130,63,0,0,84,17,4
S01012310,254,111,1,2,78,70,16
S01012311,147,55,0,0,34,15,4
S01012312,235,103,1,0,54,69,14
S01012313,147,90,2,0,48,39,9
S01012314,117,86,2,4,157,8,8
S01012315,169,58,2,0,126,31,4
S01012316,89,54,0,3,129,22,2
S01012317,90,72,0,4,78,10,2
S01012318,104,73,0,6,125,11,5
S01012319,128,50,2,0,10,120,22
S01012320,106,51,0,0,96,17,0
S01012321,159,122,0,0,86,38,8
S01012322,228,116,0,0,16,84,22
S01012323,237,94,3,3,22,72,10
S01012324,214,70,4,3,10,169,26
S01012325,166,46,4,0,62,20,5
S01012326,95,50,0,2,108,40,4
S01012327,156,64,3,2,114,38,6
S01012328,158,46,0,0,65,21,5
S01012329,144,57,3,0,24,137,32
S01012330,151,56,3,3,40,28,3
S01012331,125,111,0,1,12,16,2
S01012332,169,88,0,0,23,142,34
S01012333,205,87,0,3,8,151,25
S01012334,165,85,0,0,137,21,7
S01012335,159,141,0,0,59,42,4
S01012336,134,71,0,0,50,21,8
S01012337,115,53,0,2,223,39,13
S01012338,136,65,2,3,111,79,4
S01012339,130,27,2,1,130,97,8
S01012340,296,83,1,6,152,30,3
S01012341,170,73,1,1,39,104,14
S01012342,191,101,2,1,48,73,14
S01012343,180,72,0,0,30,159,19
S01012344,121,67,0,4,96,33,4
S01012345,149,84,0,1,137,27,5
S01012346,127,57,0,0,16,124,29
S01012347,161,88,0,0,93,24,7
S01012348,160,71,4,0,46,21,4
S01012349,130,97,0,4,136,28,7
S01012350,174,83,0,2,102,20,7
S01012351,115,102,1,0,107,36,12
S01012352,143,72,0,2,76,49,9
S01012353,129,56,1,2,170,85,2
S01012354,200,64,0,2,66,48,13
S01012355,222,70,2,0,11,92,34
S01012356,167,77,0,0,47,40,10
S01012357,226,83,1,0,5,57,10
S01012358,201,71,2,1,20,71,20
S01012359,86,51,0,0,182,41,9
S01012360,62,44,0,0,171,30,3
S01012361,46,39,0,0,167,7,8
S01012362,31,24,0,1,214,14,5
S01012363,150,77,1,0,243,109,13
S01012364,109,74,0,0,50,108,5
S01012365,234,144,1,1,7,48,6
S01012366,198,96,0,0,63,111,22
S01012367,188,107,1,0,62,26,18
S01012368,162,87,0,0,30,9,5
S01012369,169,108,0,1,48,42,11
S01012370,136,87,0,0,194,61,12
S01012371,176,100,0,2,133,78,11
S01012372,134,55,0,1,121,69,4
S01012373,200,117,0,3,91,28,17
S01012374,166,116,0,0,92,18,14
S01012375,139,95,0,0,158,20,8
S01012376,213,109,1,1,25,75,13
S01012377,169,55,2,0,20,43,7
S01012378,130,49,0,0,5,66,29
S01012379,106,49,0,0,20,52,20
S01012380,142,98,0,3,151,29,5
S01012381,133,84,0,0,154,75,10
S01012382,242,119,0,2,42,24,7
S01012383,183,88,2,1,87,49,3
S01012384,111,61,0,5,47,48,4
S01012385,149,87,0,1,40,47,6
S01012386,94,65,1,1,246,15,5
S01012387,176,108,2,0,60,46,6
S01012388,200,97,0,0,15,27,7
S01012389,173,126,2,0,78,18,6
S01012390,166,109,0,0,37,26,8
S01012391,217,155,7,5,93,23,14
S01012392,142,61,7,2,107,7,9
S01012393,151,93,2,0,66,19,9
S01012394,72,43,0,0,151,14,1
S01012395,94,48,11,1,75,17,2
S01012396,105,78,0,0,82,55,6
S01012397,180,87,3,2,104,45,8
S01012398,133,97,1,0,130,57,7
S01012399,108,75,0,1,104,31,5
S01012400,81,56,0,0,140,29,3
S01012401,115,64,10,2,181,23,9
S01012402,113,95,3,8,119,16,3
S01012403,225,140,0,1,36,27,7
S01012404,151,91,1,0,119,29,12
S01012405,169,115,0,1,13,22,7
S01012406,146,97,0,1,31,13,7
S01012407,168,104,0,0,68,15,4
S01012408,142,70,0,0,20,20,10
S01012409,142,80,0,0,38,20,7
S01012410,177,112,1,1,119,32,9
S01012411,162,104,2,0,141,21,14
S01012412,151,59,0,0,71,18,8
S01012413,261,56,2,2,67,36,13
S01012414,184,49,0,0,84,26,11
S01012415,135,45,2,0,37,6,5
S01012416,137,38,0,0,25,9,12
S01012417,128,40,0,0,55,29,21
S01012418,186,65,0,0,27,61,20
S01012419,176,62,4,0,19,32,14
S01012420,141,54,0,0,112,37,8
S01012421,138,60,0,0,64,52,8
S01012422,179,91,1,0,47,77,9
S01012423,185,85,1,0,34,44,4
S01012424,156,112,1,0,119,37,2
S01012425,69,46,0,0,134,21,7
S01012426,73,46,0,1,107,23,3
S01012427,82,40,0,1,113,28,12
S01012428,137,47,1,0,64,30,4
S01012429,149,61,0,0,32,26,3
S01012430,152,51,0,0,38,33,8
S01012431,232,89,2,0,46,52,12
S01012432,171,68,0,2,102,11,3
S01012433,125,46,1,1,61,39,9
S01012434,97,61,0,0,89,46,3
S01012435,78,86,0,0,102,46,4
S01012436,108,61,1,3,71,43,4
S01012437,99,79,0,0,64,18,6
S01012438,122,97,0,0,83,21,5
S01012439,128,72,0,0,96,32,3
S01012440,139,75,0,1,9,13,1
S01012441,191,97,0,2,50,28,6
S01012442,267,288,2,11,117,53,14
S01012443,144,96,0,0,37,37,13
S01012444,168,150,1,2,36,25,3
S01012445,75,75,0,1,19,8,1
S01012446,72,79,0,0,72,34,3
S01012447,188,133,1,0,9,19,5
S01012448,161,143,1,2,34,26,7
S01012449,80,113,0,1,28,26,2
S01012450,201,132,0,0,49,37,4
S01012451,322,110,2,1,6,15,2
S01012452,187,97,1,12,0,14,5
S01012453,189,104,0,2,2,5,2
S01012454,195,88,0,0,1,13,2
S01012455,176,67,0,0,2,11,3
S01012456,184,109,0,1,2,11,0
S01012457,284,93,1,3,2,6,1
S01012458,234,94,1,0,3,16,7
S01012459,91,86,0,0,5,7,3
S01012460,162,68,0,0,4,11,3
S01012461,102,91,0,1,63,45,6
S01012462,103,91,1,0,120,50,6
S01012463,80,62,0,0,82,40,2
S01012464,65,63,0,0,89,29,3
S01012465,88,105,0,0,80,24,2
S01012466,161,89,1,0,63,34,3
S01012467,125,109,0,0,38,60,6
S01012468,126,118,1,0,29,37,1
S01012469,225,90,2,0,5,15,3
S01012470,172,150,1,4,91,65,5
S01012471,228,105,0,0,3,12,3
S01012472,206,93,0,0,1,15,5
S01012473,132,65,0,0,3,12,6
S01012474,174,84,1,2,97,15,4
S01012475,168,82,0,0,12,29,5
S01012476,144,142,1,5,66,57,8
S01012477,153,96,0,0,0,11,2
S01012478,146,145,1,1,79,40,1
S01012479,141,104,0,0,1,14,0
S01012480,98,48,0,0,79,74,12
S01012481,161,128,0,0,28,200,1
S01012482,254,99,0,1,9,77,9
S01012483,139,62,0,0,112,134,11
S01012484,182,115,0,1,33,40,4
S01012485,228,95,1,2,4,55,6
S01012486,177,42,0,0,2,13,5
S01012487,86,76,0,0,47,46,5
S01012488,216,108,2,1,129,75,9
S01012489,60,52,1,1,274,126,7
S01012490,111,89,0,0,256,200,16
S01012491,29,33,0,0,142,47,1
S01012492,72,31,0,0,247,122,9
S01012493,84,52,0,0,27,24,4
S01012494,113,141,0,2,66,52,4
S01012495,117,120,1,2,136,61,11
S01012496,89,70,0,2,121,20,1
S01012497,56,49,0,1,85,17,2
S01012498,46,56,0,1,228,22,4
S01012499,56,51,0,0,124,29,3
S01012500,46,43,0,0,144,22,2
S01012501,30,22,0,0,163,22,8
S01012502,54,38,1,0,216,21,6
S01012503,55,56,0,0,141,24,7
S01012504,76,56,0,2,150,42,6
S01012505,132,110,0,0,221,42,8
S01012506,122,67,0,2,68,39,6
S01012507,177,115,0,2,76,64,6
S01012508,137,144,0,2,85,55,7
S01012509,135,74,0,0,11,33,0
S01012510,169,180,0,2,30,44,5
S01012511,124,73,1,0,29,15,2
S01012512,101,53,1,0,31,8,3
S01012513,102,98,0,1,3,15,0
S01012514,136,203,4,0,21,45,3
S01012515,72,69,6,2,154,33,7
S01012516,146,88,5,0,83,26,3
S01012517,146,144,0,0,120,79,4
S01012518,142,70,0,2,22,30,8
S01012519,125,75,0,1,19,52,1
S01012520,232,86,0,0,0,10,2
S01012521,119,71,2,0,12,40,4
S01012522,253,119,0,0,5,21,1
S01012523,192,116,0,0,19,18,6
S01012524,243,120,1,1,45,40,7
S01012525,190,105,2,1,2,24,6
S01012526,216,102,0,1,1,16,4
S01012527,184,73,0,1,27,21,5
S01012528,104,127,0,0,68,22,6
S01012529,106,67,0,1,58,38,5
S01012530,229,136,0,3,11,17,3
S01012531,182,185,0,0,33,34,6
S01012532,180,174,0,0,33,41,14
S01012533,114,66,0,0,24,51,1
S01012534,100,87,0,1,69,29,3
S01012535,130,134,0,0,65,29,5
S01012536,128,95,2,0,91,31,5
S01012537,119,80,2,1,78,26,15
S01012538,161,164,0,0,132,37,6
S01012539,131,70,0,0,55,18,2
S01012540,93,71,0,0,114,16,6
S01012541,168,128,0,0,114,64,16
S01012542,224,234,0,1,68,30,7
S01012543,157,97,0,0,15,13,12
S01012544,149,100,0,1,69,32,10
S01012545,58,58,0,0,90,7,1
S01012546,151,117,0,0,48,21,13
S01012547,158,76,0,0,42,9,4
S01012548,299,397,0,6,80,35,5
S01012549,46,63,0,0,82,28,3
S01012550,134,111,0,1,71,23,4
S01012551,174,114,0,0,3,23,1
S01012552,225,112,1,2,23,26,1
S01012553,155,182,4,2,2,37,3
S01012554,106,60,0,1,3,19,2
S01012555,118,84,0,0,0,7,0
S01012556,143,63,0,1,1,2,2
S01012557,176,77,0,2,12,11,0
S01012558,102,87,0,1,69,22,3
S01012559,166,53,0,1,141,57,2
S01012560,100,76,1,0,58,28,3
S01012561,127,98,4,1,96,34,3
S01012562,129,81,0,0,90,115,7
S01012563,220,91,0,0,1,7,2
S01012564,180,80,0,1,11,19,1
S01012565,173,89,2,0,55,37,4
S01012566,171,96,0,1,44,139,11
S01012567,216,100,0,0,90,109,7
S01012568,153,72,0,0,13,11,1
S01012569,271,107,2,0,1,15,2
S01012570,98,61,0,0,21,21,8
S01012571,165,78,0,0,39,61,14
S01012572,77,54,0,0,36,20,19
S01012573,185,106,0,3,16,48,15
S01012574,185,127,2,1,30,28,6
S01012575,147,82,0,0,27,39,12
S01012576,178,78,3,1,20,63,9
S01012577,223,189,0,8,71,53,9
S01012578,185,95,0,0,98,59,6
S01012579,137,102,0,0,64,28,8
S01012580,168,113,0,1,24,44,6
S01012581,98,62,1,0,111,16,7
S01012582,169,161,0,0,45,39,4
S01012583,109,93,0,0,105,27,7
S01012584,161,105,0,4,54,27,5
S01012585,134,85,0,0,138,35,9
S01012586,140,147,0,0,12,20,3
S01012587,184,119,0,1,12,15,12
S01012588,150,98,2,0,8,11,2
S01012589,78,72,0,0,112,14,6
S01012590,106,90,0,0,145,33,2
S01012591,109,64,0,2,149,15,7
S01012592,74,187,1,5,7,4,3
S01012593,174,137,0,1,26,11,9
S01012594,91,87,0,0,23,14,0
S01012595,128,86,0,0,48,16,7
S01012596,104,93,0,0,85,19,4
S01012597,40,104,2,0,19,18,4
S01012598,156,92,0,0,21,19,10
S01012599,139,91,0,0,33,47,6
S01012600,172,103,0,1,2,24,1
S01012601,186,153,1,1,12,28,2
S01012602,73,71,1,0,160,41,5
S01012603,102,77,2,0,102,32,6
S01012604,100,81,1,0,73,22,2
S01012605,99,65,0,0,64,13,1
S01012606,61,204,0,0,6,7,0
S01012607,134,121,1,2,53,19,3
S01012608,134,101,0,1,116,13,4
S01012609,85,88,1,2,171,25,4
S01012610,110,82,0,0,239,33,4
S01012611,181,207,1,9,53,37,3
S01012612,136,69,1,0,70,19,6
S01012613,117,71,2,0,64,22,2
S01012614,201,123,0,2,127,47,4
